Simulation_Number,Maze_Name,Step_Size,Side_Length,Total_Length,Corner,Width,Height,Fillet_Radius,Pressure_Difference,Flow_Rate,Simulation_Resistance,Theoretical_Resistance
57,Maze_1,0.5,3,8,12,0.2,0.2,0.175,10,523.930243179831,0.0190865103325743,0.0246135135135135
58,Maze_1,0.5,3,8,12,0.2,0.25,0.125,10,774.767633442633,0.0129070957127695,0.0219425129411765
59,Maze_1,0.5,3,8,12,0.2,0.25,0.15,10,784.647024809083,0.0127445841044681,0.0219425129411765
60,Maze_1,0.5,3,8,12,0.2,0.25,0.175,10,794.57408404042,0.0125853588744675,0.0219425129411765
61,Maze_1,0.5,3,8,12,0.25,0.05,0.15625,10,21.052833098133,0.474995453266896,0.533499313501144
62,Maze_1,0.5,3,8,12,0.25,0.05,0.1875,10,21.947252452562,0.455637899168224,0.533499313501144
63,Maze_1,0.5,3,8,12,0.25,0.05,0.21875,10,23.0465604615729,0.43390422690942,0.533499313501144
64,Maze_1,0.5,3,8,12,0.25,0.1,0.15625,10,142.840400700201,0.0700082046184426,0.0779208556149732
65,Maze_1,0.5,3,8,12,0.25,0.1,0.1875,10,147.095486741817,0.0679830511560975,0.0779208556149732
66,Maze_1,0.5,3,8,12,0.25,0.1,0.21875,10,151.591427699004,0.0659667908125764,0.0779208556149732
67,Maze_1,0.5,3,8,12,0.25,0.15,0.15625,10,403.394228677576,0.0247896456842787,0.0277645825890199
68,Maze_1,0.5,3,8,12,0.25,0.15,0.1875,10,413.485252170764,0.0241846594225569,0.0277645825890199
69,Maze_1,0.5,3,8,12,0.25,0.15,0.21875,10,423.278656910031,0.0236250985887189,0.0277645825890199
70,Maze_1,0.5,3,8,12,0.25,0.2,0.15625,10,787.714193442854,0.0126949597750589,0.0146887096774193
71,Maze_1,0.5,3,8,12,0.25,0.2,0.1875,10,803.65011028581,0.0124432260656862,0.0146887096774193
72,Maze_1,0.5,3,8,12,0.25,0.2,0.21875,10,817.133142275135,0.012237907732095,0.0146887096774193
73,Maze_1,0.5,3,8,12,0.25,0.25,0.15625,10,1258.52846332745,0.00794578771270758,0.0100816951351351
74,Maze_1,0.5,3,8,12,0.25,0.25,0.1875,10,1277.92748235897,0.00782517015874851,0.0100816951351351
75,Maze_1,0.5,3,8,12,0.25,0.25,0.21875,10,1290.33403540365,0.0077499312004676,0.0100816951351351
76,Maze_2,0.5,8,8,0,0.05,0.05,0.03125,10,1.83680468490671,5.44423698511413,6.30105945945946
77,Maze_2,0.5,8,8,0,0.05,0.05,0.0375,10,1.83680468490671,5.44423698511413,6.30105945945946
78,Maze_2,0.5,8,8,0,0.05,0.05,0.04375,10,1.83680468490671,5.44423698511413,6.30105945945946
79,Maze_2,0.5,8,8,0,0.05,0.1,0.03125,10,6.1066090882274,1.63757002544644,-1.12086153846154
80,Maze_2,0.5,8,8,0,0.05,0.1,0.0375,10,6.1066090882274,1.63757002544644,-1.12086153846154
81,Maze_2,0.5,8,8,0,0.05,0.1,0.04375,10,6.1066090882274,1.63757002544644,-1.12086153846154
82,Maze_2,0.5,8,8,0,0.05,0.15,0.03125,10,10.4543123516764,0.956543066976224,-0.0970200582605076
83,Maze_2,0.5,8,8,0,0.05,0.15,0.0375,10,10.4543123516764,0.956543066976225,-0.0970200582605076
84,Maze_2,0.5,8,8,0,0.05,0.15,0.04375,10,10.4543123516764,0.956543066976223,-0.0970200582605076
85,Maze_2,0.5,8,8,0,0.05,0.2,0.03125,10,14.6660114480447,0.68184864272237,-0.0239657894736842
86,Maze_2,0.5,8,8,0,0.05,0.2,0.0375,10,14.6660114480447,0.68184864272237,-0.0239657894736842
87,Maze_2,0.5,8,8,0,0.05,0.2,0.04375,10,14.6660114480447,0.681848642722369,-0.0239657894736842
88,Maze_2,0.5,8,8,0,0.05,0.25,0.03125,10,18.7863593834935,0.532301112518183,-0.00867494697674418
89,Maze_2,0.5,8,8,0,0.05,0.25,0.0375,10,18.7863593834936,0.532301112518182,-0.00867494697674418
90,Maze_2,0.5,8,8,0,0.05,0.25,0.04375,10,18.7863593834935,0.532301112518182,-0.00867494697674418
91,Maze_2,0.5,8,8,0,0.1,0.05,0.0625,10,5.71212908535504,1.75066071697125,1.70174598540146
92,Maze_2,0.5,8,8,0,0.1,0.05,0.075,10,5.71212908535503,1.75066071697126,1.70174598540146
93,Maze_2,0.5,8,8,0,0.1,0.05,0.0875,10,5.71212908535503,1.75066071697125,1.70174598540146
94,Maze_2,0.5,8,8,0,0.1,0.1,0.0625,10,29.1877800400661,0.342609132529881,0.393816216216216
95,Maze_2,0.5,8,8,0,0.1,0.1,0.075,10,29.187780040066,0.342609132529881,0.393816216216216
96,Maze_2,0.5,8,8,0,0.1,0.1,0.0875,10,29.187780040066,0.342609132529881,0.393816216216216
97,Maze_2,0.5,8,8,0,0.1,0.15,0.0625,10,62.1767986565661,0.160831696325104,0.784980471380473
98,Maze_2,0.5,8,8,0,0.1,0.15,0.075,10,62.1767986565662,0.160831696325104,0.784980471380473
99,Maze_2,0.5,8,8,0,0.1,0.15,0.0875,10,62.1767986565662,0.160831696325104,0.784980471380473
100,Maze_2,0.5,8,8,0,0.1,0.2,0.0625,10,97.3243741150065,0.102749183757228,-0.0700538461538461
101,Maze_2,0.5,8,8,0,0.1,0.2,0.075,10,97.3243741150066,0.102749183757228,-0.0700538461538461
102,Maze_2,0.5,8,8,0,0.1,0.2,0.0875,10,97.3243741150065,0.102749183757228,-0.0700538461538461
103,Maze_2,0.5,8,8,0,0.1,0.25,0.0625,10,132.345372009163,0.0755598767693036,-0.0162183791304348
104,Maze_2,0.5,8,8,0,0.1,0.25,0.075,10,132.345372009163,0.0755598767693036,-0.0162183791304348
105,Maze_2,0.5,8,8,0,0.1,0.25,0.0875,10,132.345372009163,0.0755598767693037,-0.0162183791304348
106,Maze_2,0.5,8,8,0,0.15,0.05,0.09375,10,9.6419022303406,1.03713974287486,0.98370970464135
107,Maze_2,0.5,8,8,0,0.15,0.05,0.1125,10,9.6419022303406,1.03713974287486,0.98370970464135
108,Maze_2,0.5,8,8,0,0.15,0.05,0.13125,10,9.6419022303406,1.03713974287486,0.98370970464135
109,Maze_2,0.5,8,8,0,0.15,0.1,0.09375,10,58.9687524282402,0.169581339068842,0.167485057471264
110,Maze_2,0.5,8,8,0,0.15,0.1,0.1125,10,58.9687524282402,0.169581339068842,0.167485057471264
111,Maze_2,0.5,8,8,0,0.15,0.1,0.13125,10,58.9687524282402,0.169581339068842,0.167485057471264
112,Maze_2,0.5,8,8,0,0.15,0.15,0.09375,10,146.666452003699,0.0681819179736333,0.0777908575241908
113,Maze_2,0.5,8,8,0,0.15,0.15,0.1125,10,146.666452003698,0.0681819179736333,0.0777908575241908
114,Maze_2,0.5,8,8,0,0.15,0.15,0.13125,10,146.666452003698,0.0681819179736333,0.0777908575241908
115,Maze_2,0.5,8,8,0,0.15,0.2,0.09375,10,255.260525416435,0.0391756617427856,0.0758916666666666
116,Maze_2,0.5,8,8,0,0.15,0.2,0.1125,10,255.260525416435,0.0391756617427856,0.0758916666666666
117,Maze_2,0.5,8,8,0,0.15,0.2,0.13125,10,255.260525416435,0.0391756617427856,0.0758916666666666
118,Maze_2,0.5,8,8,0,0.15,0.25,0.09375,10,372.011005736982,0.0268809251494838,-0.124340906666667
119,Maze_2,0.5,8,8,0,0.15,0.25,0.1125,10,372.011005736982,0.0268809251494838,-0.124340906666667
120,Maze_2,0.5,8,8,0,0.15,0.25,0.13125,10,372.011005736982,0.0268809251494838,-0.124340906666667
121,Maze_2,0.5,8,8,0,0.2,0.05,0.125,10,13.6288054848706,0.733740019336327,0.691807715133531
122,Maze_2,0.5,8,8,0,0.2,0.05,0.15,10,13.6288054848706,0.733740019336327,0.691807715133531
123,Maze_2,0.5,8,8,0,0.2,0.05,0.175,10,13.6288054848706,0.733740019336327,0.691807715133531
124,Maze_2,0.5,8,8,0,0.2,0.1,0.125,10,90.4498455874211,0.110558508254554,0.106359124087591
125,Maze_2,0.5,8,8,0,0.2,0.1,0.15,10,90.449845587421,0.110558508254554,0.106359124087591
126,Maze_2,0.5,8,8,0,0.2,0.1,0.175,10,90.4498455874211,0.110558508254554,0.106359124087591
127,Maze_2,0.5,8,8,0,0.2,0.15,0.125,10,246.228692813889,0.0406126511322483,0.0409231525364227
128,Maze_2,0.5,8,8,0,0.2,0.15,0.15,10,246.228692813888,0.0406126511322484,0.0409231525364227
129,Maze_2,0.5,8,8,0,0.2,0.15,0.175,10,246.228692813888,0.0406126511322484,0.0409231525364227
130,Maze_2,0.5,8,8,0,0.2,0.2,0.125,10,463.252726201197,0.0215864892625734,0.0246135135135135
131,Maze_2,0.5,8,8,0,0.2,0.2,0.15,10,463.252726201197,0.0215864892625734,0.0246135135135135
132,Maze_2,0.5,8,8,0,0.2,0.2,0.175,10,463.252726201197,0.0215864892625734,0.0246135135135135
133,Maze_2,0.5,8,8,0,0.2,0.25,0.125,10,716.921554219116,0.0139485274799586,0.0219425129411765
134,Maze_2,0.5,8,8,0,0.2,0.25,0.15,10,716.921554219117,0.0139485274799586,0.0219425129411765
135,Maze_2,0.5,8,8,0,0.2,0.25,0.175,10,716.921554219117,0.0139485274799586,0.0219425129411765
136,Maze_2,0.5,8,8,0,0.25,0.05,0.15625,10,17.6388767678374,0.566929523439606,0.533499313501144
137,Maze_2,0.5,8,8,0,0.25,0.05,0.1875,10,17.6388767678374,0.566929523439606,0.533499313501144
138,Maze_2,0.5,8,8,0,0.25,0.05,0.21875,10,17.6388767678374,0.566929523439606,0.533499313501144
139,Maze_2,0.5,8,8,0,0.25,0.1,0.15625,10,122.257669923826,0.0817944592452201,0.0779208556149732
140,Maze_2,0.5,8,8,0,0.25,0.1,0.1875,10,122.257669923826,0.0817944592452201,0.0779208556149732
141,Maze_2,0.5,8,8,0,0.25,0.1,0.21875,10,122.257669923826,0.0817944592452201,0.0779208556149732
142,Maze_2,0.5,8,8,0,0.25,0.15,0.15625,10,351.136047174767,0.0284789900679802,0.0277645825890199
143,Maze_2,0.5,8,8,0,0.25,0.15,0.1875,10,351.136047174767,0.0284789900679802,0.0277645825890199
144,Maze_2,0.5,8,8,0,0.25,0.15,0.21875,10,351.136047174767,0.0284789900679801,0.0277645825890199
145,Maze_2,0.5,8,8,0,0.25,0.2,0.15625,10,697.031712298743,0.0143465495522736,0.0146887096774193
146,Maze_2,0.5,8,8,0,0.25,0.2,0.1875,10,697.031712298743,0.0143465495522736,0.0146887096774193
147,Maze_2,0.5,8,8,0,0.25,0.2,0.21875,10,697.031712298742,0.0143465495522736,0.0146887096774193
148,Maze_2,0.5,8,8,0,0.25,0.25,0.15625,10,1130.71403850821,0.00884396908452053,0.0100816951351351
149,Maze_2,0.5,8,8,0,0.25,0.25,0.1875,10,1130.71403850821,0.00884396908452052,0.0100816951351351
150,Maze_2,0.5,8,8,0,0.25,0.25,0.21875,10,1130.71403850821,0.00884396908452053,0.0100816951351351
151,Maze_3,0.5,3,10,12,0.05,0.05,0.03125,10,1.55991336605421,6.41061242092882,7.87632432432432
152,Maze_3,0.5,3,10,12,0.05,0.05,0.0375,10,1.5653179852723,6.38847831181112,7.87632432432432
153,Maze_3,0.5,3,10,12,0.05,0.05,0.04375,10,1.5815370672931,6.32296277261183,7.87632432432432
154,Maze_3,0.5,3,10,12,0.05,0.1,0.03125,10,5.00375794490873,1.99849795096002,-1.40107692307692
155,Maze_3,0.5,3,10,12,0.05,0.1,0.0375,10,5.01144471280134,1.9954325694656,-1.40107692307692
156,Maze_3,0.5,3,10,12,0.05,0.1,0.04375,10,5.04727659348241,1.98126649387773,-1.40107692307692
157,Maze_3,0.5,3,10,12,0.05,0.15,0.03125,10,8.48069356994873,1.1791488417215,-0.121275072825635
158,Maze_3,0.5,3,10,12,0.05,0.15,0.0375,10,8.48971757848952,1.17789548445488,-0.121275072825635
159,Maze_3,0.5,3,10,12,0.05,0.15,0.04375,10,8.54329880198678,1.17050804750906,-0.121275072825635
160,Maze_3,0.5,3,10,12,0.05,0.2,0.03125,10,11.8496234497697,0.843908672911827,-0.0299572368421053
161,Maze_3,0.5,3,10,12,0.05,0.2,0.0375,10,11.8600817405702,0.843164509211827,-0.0299572368421053
162,Maze_3,0.5,3,10,12,0.05,0.2,0.04375,10,11.9310442507176,0.838149602822786,-0.0299572368421053
163,Maze_3,0.5,3,10,12,0.05,0.25,0.03125,10,15.148911381733,0.66011343970619,-0.0108436837209302
164,Maze_3,0.5,3,10,12,0.05,0.25,0.0375,10,15.1609567119681,0.659588981749813,-0.0108436837209302
165,Maze_3,0.5,3,10,12,0.05,0.25,0.04375,10,15.2492563098245,0.655769684555526,-0.0108436837209302
166,Maze_3,0.5,3,10,12,0.1,0.05,0.0625,10,5.06976340871193,1.97247863338473,2.12718248175182
167,Maze_3,0.5,3,10,12,0.1,0.05,0.075,10,5.11856996449351,1.95367066766069,2.12718248175182
168,Maze_3,0.5,3,10,12,0.1,0.05,0.0875,10,5.18904707338218,1.9271361116179,2.12718248175182
169,Maze_3,0.5,3,10,12,0.1,0.1,0.0625,10,24.7769165288305,0.403601472699961,0.49227027027027
170,Maze_3,0.5,3,10,12,0.1,0.1,0.075,10,24.9933320965936,0.400106714917092,0.49227027027027
171,Maze_3,0.5,3,10,12,0.1,0.1,0.0875,10,25.1546919703475,0.397540149240868,0.49227027027027
172,Maze_3,0.5,3,10,12,0.1,0.15,0.0625,10,51.8967109246954,0.192690438793134,0.981225589225592
173,Maze_3,0.5,3,10,12,0.1,0.15,0.075,10,52.3369247725082,0.19106969015598,0.981225589225592
174,Maze_3,0.5,3,10,12,0.1,0.15,0.0875,10,52.5342538772614,0.190351994402805,0.981225589225592
175,Maze_3,0.5,3,10,12,0.1,0.2,0.0625,10,80.5281389918914,0.124180194962744,-0.0875673076923077
176,Maze_3,0.5,3,10,12,0.1,0.2,0.075,10,81.1989373759949,0.123154321018939,-0.0875673076923077
177,Maze_3,0.5,3,10,12,0.1,0.2,0.0875,10,81.3866551210596,0.122870266447557,-0.0875673076923077
178,Maze_3,0.5,3,10,12,0.1,0.25,0.0625,10,108.965477962014,0.0917721849803295,-0.0202729739130435
179,Maze_3,0.5,3,10,12,0.1,0.25,0.075,10,109.862777327513,0.0910226397261822,-0.0202729739130435
180,Maze_3,0.5,3,10,12,0.1,0.25,0.0875,10,110.023025616753,0.0908900654562378,-0.0202729739130435
181,Maze_3,0.5,3,10,12,0.15,0.05,0.09375,10,8.80066233583306,1.13627811389646,1.22963713080169
182,Maze_3,0.5,3,10,12,0.15,0.05,0.1125,10,8.81021703054708,1.1350458184319,1.22963713080169
183,Maze_3,0.5,3,10,12,0.15,0.05,0.13125,10,8.99517099038341,1.1117076051907,1.22963713080169
184,Maze_3,0.5,3,10,12,0.15,0.1,0.09375,10,51.7117146052279,0.193379780120248,0.20935632183908
185,Maze_3,0.5,3,10,12,0.15,0.1,0.1125,10,52.1640295586243,0.191702981625711,0.20935632183908
186,Maze_3,0.5,3,10,12,0.15,0.1,0.13125,10,52.6806170978506,0.189823137064353,0.20935632183908
187,Maze_3,0.5,3,10,12,0.15,0.15,0.09375,10,126.075771261522,0.0793173811267572,0.0972385719052385
188,Maze_3,0.5,3,10,12,0.15,0.15,0.1125,10,127.350958878725,0.0785231621971757,0.0972385719052385
189,Maze_3,0.5,3,10,12,0.15,0.15,0.13125,10,128.101159307578,0.0780633060157514,0.0972385719052385
190,Maze_3,0.5,3,10,12,0.15,0.2,0.09375,10,216.393969245742,0.0462120087489304,0.0948645833333333
191,Maze_3,0.5,3,10,12,0.15,0.2,0.1125,10,218.508484511884,0.0457648133084559,0.0948645833333333
192,Maze_3,0.5,3,10,12,0.15,0.2,0.13125,10,219.211239344421,0.0456180989163981,0.0948645833333333
193,Maze_3,0.5,3,10,12,0.15,0.25,0.09375,10,312.323035597304,0.0320181314224084,-0.155426133333334
194,Maze_3,0.5,3,10,12,0.15,0.25,0.1125,10,315.177284823564,0.0317281748448274,-0.155426133333334
195,Maze_3,0.5,3,10,12,0.15,0.25,0.13125,10,315.588548023761,0.031686827873257,-0.155426133333334
196,Maze_3,0.5,3,10,12,0.2,0.05,0.125,10,12.7919686968899,0.781740499602009,0.864759643916914
197,Maze_3,0.5,3,10,12,0.2,0.05,0.15,10,12.921214337068,0.773921068030915,0.864759643916914
198,Maze_3,0.5,3,10,12,0.2,0.05,0.175,10,13.630505969187,0.733648481032614,0.864759643916914
199,Maze_3,0.5,3,10,12,0.2,0.1,0.125,10,81.382999149116,0.12287578615378,0.132948905109489
200,Maze_3,0.5,3,10,12,0.2,0.1,0.15,10,82.3433141367683,0.12144276805996,0.132948905109489
201,Maze_3,0.5,3,10,12,0.2,0.1,0.175,10,84.3746014819935,0.118519078305029,0.132948905109489
202,Maze_3,0.5,3,10,12,0.2,0.15,0.125,10,217.100383814223,0.046061641275389,0.0511539406705283
203,Maze_3,0.5,3,10,12,0.2,0.15,0.15,10,219.833238739185,0.0454890263972511,0.0511539406705283
204,Maze_3,0.5,3,10,12,0.2,0.15,0.175,10,223.533467905628,0.0447360303300168,0.0511539406705283
205,Maze_3,0.5,3,10,12,0.2,0.2,0.125,10,401.916897402368,0.0248807653140017,0.0307668918918919
206,Maze_3,0.5,3,10,12,0.2,0.2,0.15,10,406.881599168149,0.0245771743437023,0.0307668918918919
207,Maze_3,0.5,3,10,12,0.2,0.2,0.175,10,411.708007972933,0.0242890587657878,0.0307668918918919
208,Maze_3,0.5,3,10,12,0.2,0.25,0.125,10,613.954945083105,0.0162878401421564,0.0274281411764706
209,Maze_3,0.5,3,10,12,0.2,0.25,0.15,10,621.189754062002,0.0160981405997271,0.0274281411764706
210,Maze_3,0.5,3,10,12,0.2,0.25,0.175,10,626.10194555096,0.0159718398434302,0.0274281411764706
211,Maze_3,0.5,3,10,12,0.25,0.05,0.15625,10,16.7271730168418,0.597829650588983,0.66687414187643
212,Maze_3,0.5,3,10,12,0.25,0.05,0.1875,10,17.0930795082962,0.585032088287337,0.66687414187643
213,Maze_3,0.5,3,10,12,0.25,0.05,0.21875,10,17.8440734163383,0.560410157853524,0.66687414187643
214,Maze_3,0.5,3,10,12,0.25,0.1,0.15625,10,112.076518912744,0.0892247555242631,0.0974010695187165
215,Maze_3,0.5,3,10,12,0.25,0.1,0.1875,10,114.504120185062,0.0873331019341308,0.0974010695187165
216,Maze_3,0.5,3,10,12,0.25,0.1,0.21875,10,117.085527802904,0.0854076518904499,0.0974010695187165
217,Maze_3,0.5,3,10,12,0.25,0.15,0.15625,10,316.616661633835,0.0315839348074642,0.0347057282362749
218,Maze_3,0.5,3,10,12,0.25,0.15,0.1875,10,323.103403124165,0.0309498442396694,0.0347057282362749
219,Maze_3,0.5,3,10,12,0.25,0.15,0.21875,10,328.422329295291,0.0304485995865671,0.0347057282362749
220,Maze_3,0.5,3,10,12,0.25,0.2,0.15625,10,619.355383159136,0.0161458191402053,0.0183608870967742
221,Maze_3,0.5,3,10,12,0.25,0.2,0.1875,10,630.154901658893,0.0158691140443006,0.0183608870967742
222,Maze_3,0.5,3,10,12,0.25,0.2,0.21875,10,637.302252181271,0.0156911417867635,0.0183608870967742
223,Maze_3,0.5,3,10,12,0.25,0.25,0.15625,10,991.358052244028,0.0100871728205204,0.0126021189189189
224,Maze_3,0.5,3,10,12,0.25,0.25,0.1875,10,1004.91933617919,0.00995104745224732,0.0126021189189189
225,Maze_3,0.5,3,10,12,0.25,0.25,0.21875,10,1011.26670621545,0.00988858818206707,0.0126021189189189
226,Maze_4,0.5,10,10,0,0.05,0.05,0.03125,10,1.46599199319268,6.82131965688413,7.87632432432432
227,Maze_4,0.5,10,10,0,0.05,0.05,0.0375,10,1.46599199319268,6.82131965688413,7.87632432432432
228,Maze_4,0.5,10,10,0,0.05,0.05,0.04375,10,1.46599199319268,6.82131965688414,7.87632432432432
229,Maze_4,0.5,10,10,0,0.05,0.1,0.03125,10,4.87391191831993,2.05173999193795,-1.40107692307692
230,Maze_4,0.5,10,10,0,0.05,0.1,0.0375,10,4.87391191831993,2.05173999193795,-1.40107692307692
231,Maze_4,0.5,10,10,0,0.05,0.1,0.04375,10,4.87391191831993,2.05173999193795,-1.40107692307692
232,Maze_4,0.5,10,10,0,0.05,0.15,0.03125,10,8.34480213252011,1.19835076268969,-0.121275072825635
233,Maze_4,0.5,10,10,0,0.05,0.15,0.0375,10,8.34480213252012,1.19835076268969,-0.121275072825635
234,Maze_4,0.5,10,10,0,0.05,0.15,0.04375,10,8.34480213252011,1.19835076268969,-0.121275072825635
235,Maze_4,0.5,10,10,0,0.05,0.2,0.03125,10,11.7072327154636,0.854172821455185,-0.0299572368421053
236,Maze_4,0.5,10,10,0,0.05,0.2,0.0375,10,11.7072327154636,0.854172821455186,-0.0299572368421053
237,Maze_4,0.5,10,10,0,0.05,0.2,0.04375,10,11.7072327154636,0.854172821455186,-0.0299572368421053
238,Maze_4,0.5,10,10,0,0.05,0.25,0.03125,10,14.9967217812736,0.666812397125818,-0.0108436837209302
239,Maze_4,0.5,10,10,0,0.05,0.25,0.0375,10,14.9967217812736,0.666812397125818,-0.0108436837209302
240,Maze_4,0.5,10,10,0,0.05,0.25,0.04375,10,14.9967217812736,0.666812397125818,-0.0108436837209302
