Simulation_Number,Maze_Name,Step_Size,Side_Length,Total_Length,Corner,Width,Height,Fillet_Radius,Pressure_Difference,Flow_Rate,Simulation_Resistance,Theoretical_Resistance
60,Maze_3,0.5,10,29,36,0.04,0.22,0.035,10,2.39979702387237,4.1670190855824,-0.0503104697927255
61,Maze_3,0.5,10,29,36,0.04,0.4,0.025,10,4.41523569213109,2.26488475299794,-0.00389302771226415
62,Maze_3,0.5,10,29,36,0.04,0.4,0.03,10,4.4076491353186,2.26878312973457,-0.00389302771226415
63,Maze_3,0.5,10,29,36,0.04,0.4,0.035,10,4.46786478277054,2.23820560518373,-0.00389302771226415
64,Maze_3,0.5,10,29,36,0.11,0.04,0.06875,10,1.13815480072966,8.78615105220227,9.73256928066038
65,Maze_3,0.5,10,29,36,0.11,0.04,0.0825,10,1.14212740734867,8.75559060719327,9.73256928066038
66,Maze_3,0.5,10,29,36,0.11,0.04,0.09625,10,1.16847683743011,8.5581499604164,9.73256928066038
67,Maze_3,0.5,10,29,36,0.11,0.22,0.06875,10,40.821526484561,0.244968791252382,-0.173447983271424
68,Maze_3,0.5,10,29,36,0.11,0.22,0.0825,10,41.1784823664206,0.242845278051204,-0.173447983271424
69,Maze_3,0.5,10,29,36,0.11,0.22,0.09625,10,41.3476182830417,0.241851898978699,-0.173447983271424
70,Maze_3,0.5,10,29,36,0.11,0.4,0.06875,10,87.1065857283702,0.114801882273099,-0.00581212588028169
71,Maze_3,0.5,10,29,36,0.11,0.4,0.0825,10,87.9261987746487,0.113731744796902,-0.00581212588028169
72,Maze_3,0.5,10,29,36,0.11,0.4,0.09625,10,88.1564625363241,0.113434678664421,-0.00581212588028169
73,Maze_3,0.5,10,29,36,0.18,0.04,0.1125,10,2.03010314833446,4.92585808174537,5.33153666020672
74,Maze_3,0.5,10,29,36,0.18,0.04,0.135,10,2.09402704971634,4.77548749972194,5.33153666020672
75,Maze_3,0.5,10,29,36,0.18,0.04,0.1575,10,2.16781313089026,4.61294373463513,5.33153666020672
76,Maze_3,0.5,10,29,36,0.18,0.22,0.1125,10,134.039583075211,0.0746048276977174,0.119821553660936
77,Maze_3,0.5,10,29,36,0.18,0.22,0.135,10,135.977215872342,0.0735417322368785,0.119821553660936
78,Maze_3,0.5,10,29,36,0.18,0.22,0.1575,10,137.207542479527,0.0728822907202212,0.119821553660936
79,Maze_3,0.5,10,29,36,0.18,0.4,0.1125,10,343.24728276179,0.0291335154048106,-0.0114628038194444
80,Maze_3,0.5,10,29,36,0.18,0.4,0.135,10,348.199005042736,0.0287192090016819,-0.0114628038194444
81,Maze_3,0.5,10,29,36,0.18,0.4,0.1575,10,349.579663821042,0.0286057829871912,-0.0114628038194444
82,Maze_4,0.5,10,40,42,0.04,0.04,0.025,10,0.160140889584232,62.4450134251324,76.9172297297297
83,Maze_4,0.5,10,40,42,0.04,0.04,0.03,10,0.16137538020935,61.9673210809923,76.9172297297297
84,Maze_4,0.5,10,40,42,0.04,0.04,0.035,10,0.162540460674177,61.5231429671265,76.9172297297297
85,Maze_4,0.5,10,40,42,0.04,0.22,0.025,10,1.71805940844679,5.82052049587766,-0.069393751438242
86,Maze_4,0.5,10,40,42,0.04,0.22,0.03,10,1.71193710093282,5.8413361066543,-0.069393751438242
87,Maze_4,0.5,10,40,42,0.04,0.22,0.035,10,1.73407513741144,5.7667628029819,-0.069393751438242
88,Maze_4,0.5,10,40,42,0.04,0.4,0.025,10,3.19793857289085,3.12701441008615,-0.00536969339622641
89,Maze_4,0.5,10,40,42,0.04,0.4,0.03,10,3.18527214057252,3.13944917692421,-0.00536969339622641
90,Maze_4,0.5,10,40,42,0.04,0.4,0.035,10,3.2259345533943,3.0998768990766,-0.00536969339622641
91,Maze_4,0.5,10,40,42,0.11,0.04,0.06875,10,0.865301510735436,11.5566653656953,13.424233490566
92,Maze_4,0.5,10,40,42,0.11,0.04,0.0825,10,0.865064743904634,11.5598284064417,13.424233490566
93,Maze_4,0.5,10,40,42,0.11,0.04,0.09625,10,0.87762998192196,11.3943235828163,13.424233490566
94,Maze_4,0.5,10,40,42,0.11,0.22,0.06875,10,29.5355938344294,0.338574536745663,-0.239238597615757
95,Maze_4,0.5,10,40,42,0.11,0.22,0.0825,10,29.6664597406503,0.337081002836936,-0.239238597615757
96,Maze_4,0.5,10,40,42,0.11,0.22,0.09625,10,29.9026141807013,0.334418922023676,-0.239238597615757
97,Maze_4,0.5,10,40,42,0.11,0.4,0.06875,10,62.8563046822834,0.15909303053284,-0.00801672535211267
98,Maze_4,0.5,10,40,42,0.11,0.4,0.0825,10,63.1371526277203,0.158385349731618,-0.00801672535211267
99,Maze_4,0.5,10,40,42,0.11,0.4,0.09625,10,63.6324304300305,0.157152570354764,-0.00801672535211267
100,Maze_4,0.5,10,40,42,0.18,0.04,0.1125,10,1.68826824535925,5.92322933721477,7.35384366925064
101,Maze_4,0.5,10,40,42,0.18,0.04,0.135,10,1.66608672546636,6.00208851505065,7.35384366925064
102,Maze_4,0.5,10,40,42,0.18,0.04,0.1575,10,1.71658506178933,5.82551964513559,7.35384366925064
103,Maze_4,0.5,10,40,42,0.18,0.22,0.1125,10,97.1753617654751,0.102906743214748,0.165271108497842
104,Maze_4,0.5,10,40,42,0.18,0.22,0.135,10,98.2504046048153,0.101780751338605,0.165271108497842
105,Maze_4,0.5,10,40,42,0.18,0.22,0.1575,10,99.1511306674103,0.100856136815461,0.165271108497842
106,Maze_4,0.5,10,40,42,0.18,0.4,0.1125,10,247.597068826405,0.040388200261818,-0.0158107638888889
107,Maze_4,0.5,10,40,42,0.18,0.4,0.135,10,250.948603665645,0.0398487971398465,-0.0158107638888889
108,Maze_4,0.5,10,40,42,0.18,0.4,0.1575,10,252.375773357686,0.0396234546088036,-0.0158107638888889
109,Maze_5,0.5,12,38,48,0.04,0.04,0.025,10,0.168535077017237,59.3348291464409,73.0713682432432
110,Maze_5,0.5,12,38,48,0.04,0.04,0.03,10,0.170055988473718,58.804162615805,73.0713682432432
111,Maze_5,0.5,12,38,48,0.04,0.04,0.035,10,0.171703352073734,58.2399812189208,73.0713682432432
112,Maze_5,0.5,12,38,48,0.04,0.22,0.025,10,1.80997921283142,5.52492533014046,-0.0659240638663299
113,Maze_5,0.5,12,38,48,0.04,0.22,0.03,10,1.80437466348082,5.54208624316913,-0.0659240638663299
114,Maze_5,0.5,12,38,48,0.04,0.22,0.035,10,1.83257059294103,5.45681570932083,-0.0659240638663299
115,Maze_5,0.5,12,38,48,0.04,0.4,0.025,10,3.3695888650392,2.96772110798261,-0.00510120872641509
116,Maze_5,0.5,12,38,48,0.04,0.4,0.03,10,3.35763264413625,2.97828888978189,-0.00510120872641509
117,Maze_5,0.5,12,38,48,0.04,0.4,0.035,10,3.40927564728155,2.93317438499691,-0.00510120872641509
118,Maze_5,0.5,12,38,48,0.11,0.04,0.06875,10,0.891465395395817,11.2174853355468,12.7530218160377
119,Maze_5,0.5,12,38,48,0.11,0.04,0.0825,10,0.893204603143233,11.1956431536621,12.7530218160377
120,Maze_5,0.5,12,38,48,0.11,0.04,0.09625,10,0.903422019609901,11.0690239809718,12.7530218160377
121,Maze_5,0.5,12,38,48,0.11,0.22,0.06875,10,31.155715417941,0.320968395873891,-0.227276667734969
122,Maze_5,0.5,12,38,48,0.11,0.22,0.0825,10,31.3410928042965,0.319069920836619,-0.227276667734969
123,Maze_5,0.5,12,38,48,0.11,0.22,0.09625,10,31.6275815672617,0.31617972366092,-0.227276667734969
124,Maze_5,0.5,12,38,48,0.11,0.4,0.06875,10,66.3747646696641,0.15065966786878,-0.00761588908450704
125,Maze_5,0.5,12,38,48,0.11,0.4,0.0825,10,66.7712218790702,0.149765119142361,-0.00761588908450704
126,Maze_5,0.5,12,38,48,0.11,0.4,0.09625,10,67.393592157075,0.148382059479674,-0.00761588908450704
127,Maze_5,0.5,12,38,48,0.18,0.04,0.1125,10,1.68585025983458,5.9317249213944,6.98615148578811
128,Maze_5,0.5,12,38,48,0.18,0.04,0.135,10,1.65708918739113,6.03467820325574,6.98615148578811
129,Maze_5,0.5,12,38,48,0.18,0.04,0.1575,10,1.71375749048359,5.83513131556215,6.98615148578811
130,Maze_5,0.5,12,38,48,0.18,0.22,0.1125,10,102.793414198549,0.0972824969183787,0.15700755307295
131,Maze_5,0.5,12,38,48,0.18,0.22,0.135,10,104.084092985985,0.0960761602769263,0.15700755307295
132,Maze_5,0.5,12,38,48,0.18,0.22,0.1575,10,105.328568400082,0.094941003679228,0.15700755307295
133,Maze_5,0.5,12,38,48,0.18,0.4,0.1125,10,262.250388485075,0.0381314973745753,-0.0150202256944444
134,Maze_5,0.5,12,38,48,0.18,0.4,0.135,10,266.347618700526,0.0375449198637053,-0.0150202256944444
135,Maze_5,0.5,12,38,48,0.18,0.4,0.1575,10,268.490008872195,0.0372453337910244,-0.0150202256944444
136,Maze_6,0.5,12,60,74,0.04,0.04,0.025,10,0.106995966696307,93.4614669016786,115.375844594595
137,Maze_6,0.5,12,60,74,0.04,0.04,0.03,10,0.107766214599512,92.7934607071676,115.375844594595
138,Maze_6,0.5,12,60,74,0.04,0.04,0.035,10,0.108731148077897,91.9699660748165,115.375844594595
139,Maze_6,0.5,12,60,74,0.04,0.22,0.025,10,1.14668899820976,8.72076039415415,-0.104090627157363
140,Maze_6,0.5,12,60,74,0.04,0.22,0.03,10,1.14299910655575,8.74891322542979,-0.104090627157363
141,Maze_6,0.5,12,60,74,0.04,0.22,0.035,10,1.16164584895441,8.60847564599914,-0.104090627157363
142,Maze_6,0.5,12,60,74,0.04,0.4,0.025,10,2.13459283237797,4.68473417895806,-0.00805454009433962
143,Maze_6,0.5,12,60,74,0.04,0.4,0.03,10,2.12690273624993,4.70167245053792,-0.00805454009433962
144,Maze_6,0.5,12,60,74,0.04,0.4,0.035,10,2.16117101069723,4.62712110726205,-0.00805454009433962
145,Maze_6,0.5,12,60,74,0.11,0.04,0.06875,10,0.563615842563222,17.7425814620856,20.1363502358491
146,Maze_6,0.5,12,60,74,0.11,0.04,0.0825,10,0.575824208481145,17.3664112288315,20.1363502358491
147,Maze_6,0.5,12,60,74,0.11,0.04,0.09625,10,0.57722274242322,17.3243347239219,20.1363502358491
148,Maze_6,0.5,12,60,74,0.11,0.22,0.06875,10,19.7288743555327,0.506871290261709,-0.358857896423636
149,Maze_6,0.5,12,60,74,0.11,0.22,0.0825,10,20.0246753421267,0.499383876599617,-0.358857896423636
150,Maze_6,0.5,12,60,74,0.11,0.22,0.09625,10,19.9664063333274,0.500841254708327,-0.358857896423636
151,Maze_6,0.5,12,60,74,0.11,0.4,0.06875,10,42.0556064572921,0.237780425545762,-0.012025088028169
152,Maze_6,0.5,12,60,74,0.11,0.4,0.0825,10,42.7214514256493,0.234074444249714,-0.012025088028169
153,Maze_6,0.5,12,60,74,0.11,0.4,0.09625,10,42.5501647653558,0.235016716272318,-0.012025088028169
154,Maze_6,0.5,12,60,74,0.18,0.04,0.1125,10,1.04583360932341,9.56175046475071,11.030765503876
155,Maze_6,0.5,12,60,74,0.18,0.04,0.135,10,1.03015639660646,9.70726389987193,11.030765503876
156,Maze_6,0.5,12,60,74,0.18,0.04,0.1575,10,1.06598609270744,9.38098542599324,11.030765503876
157,Maze_6,0.5,12,60,74,0.18,0.22,0.1125,10,64.9008823251737,0.154081110175003,0.247906662746763
158,Maze_6,0.5,12,60,74,0.18,0.22,0.135,10,65.8567254076563,0.151844780287807,0.247906662746763
159,Maze_6,0.5,12,60,74,0.18,0.22,0.1575,10,66.6093190087542,0.150129143321308,0.247906662746763
160,Maze_6,0.5,12,60,74,0.18,0.4,0.1125,10,165.761521779788,0.0603276314830462,-0.0237161458333333
161,Maze_6,0.5,12,60,74,0.18,0.4,0.135,10,168.799373135796,0.059241926164946,-0.0237161458333333
162,Maze_6,0.5,12,60,74,0.18,0.4,0.1575,10,170.141405017026,0.0587746410052232,-0.0237161458333333
163,Maze_7,0.5,12,57,68,0.04,0.04,0.025,10,0.112274243961536,89.067622699164,109.607052364865
164,Maze_7,0.5,12,57,68,0.04,0.04,0.03,10,0.113329872598166,88.2379885439122,109.607052364865
165,Maze_7,0.5,12,57,68,0.04,0.04,0.035,10,0.114281444088547,87.5032694918686,109.607052364865
166,Maze_7,0.5,12,57,68,0.04,0.22,0.025,10,1.20669357393505,8.28710802477371,-0.0988860957994949
167,Maze_7,0.5,12,57,68,0.04,0.22,0.03,10,1.20265806211819,8.31491536537609,-0.0988860957994949
168,Maze_7,0.5,12,57,68,0.04,0.22,0.035,10,1.21949781186379,8.20009671416852,-0.0988860957994949
169,Maze_7,0.5,12,57,68,0.04,0.4,0.025,10,2.2463785392047,4.45160947964735,-0.00765181308962264
170,Maze_7,0.5,12,57,68,0.04,0.4,0.03,10,2.23784643901276,4.46858185873181,-0.00765181308962264
171,Maze_7,0.5,12,57,68,0.04,0.4,0.035,10,2.26875237596729,4.40770888261284,-0.00765181308962264
172,Maze_7,0.5,12,57,68,0.11,0.04,0.06875,10,0.606028419135006,16.5008763355903,19.1295327240566
173,Maze_7,0.5,12,57,68,0.11,0.04,0.0825,10,0.616169404420356,16.2293030589651,19.1295327240566
174,Maze_7,0.5,12,57,68,0.11,0.04,0.09625,10,0.615533387385675,16.2460724388526,19.1295327240566
175,Maze_7,0.5,12,57,68,0.11,0.22,0.06875,10,20.7917680247345,0.480959579199984,-0.340915001602454
176,Maze_7,0.5,12,57,68,0.11,0.22,0.0825,10,21.1057585101367,0.473804340895742,-0.340915001602454
177,Maze_7,0.5,12,57,68,0.11,0.22,0.09625,10,21.0735409371876,0.474528700696588,-0.340915001602454
178,Maze_7,0.5,12,57,68,0.11,0.4,0.06875,10,44.2574259919528,0.225950781724592,-0.0114238336267606
179,Maze_7,0.5,12,57,68,0.11,0.4,0.0825,10,44.9691897440948,0.222374475877969,-0.0114238336267606
180,Maze_7,0.5,12,57,68,0.11,0.4,0.09625,10,44.8613271546496,0.22290914322546,-0.0114238336267606
181,Maze_7,0.5,12,57,68,0.18,0.04,0.1125,10,1.14987968968476,8.69656198792547,10.4792272286822
182,Maze_7,0.5,12,57,68,0.18,0.04,0.135,10,1.1514149074317,8.68496658802653,10.4792272286822
183,Maze_7,0.5,12,57,68,0.18,0.04,0.1575,10,1.18710796967464,8.42383359850646,10.4792272286822
184,Maze_7,0.5,12,57,68,0.18,0.22,0.1125,10,68.4430827113271,0.146106802964692,0.235511329609425
185,Maze_7,0.5,12,57,68,0.18,0.22,0.135,10,69.3291813574677,0.144239406901966,0.235511329609425
186,Maze_7,0.5,12,57,68,0.18,0.22,0.1575,10,70.1703745683972,0.142510283884158,0.235511329609425
187,Maze_7,0.5,12,57,68,0.18,0.4,0.1125,10,174.715208721179,0.057236001795119,-0.0225303385416667
188,Maze_7,0.5,12,57,68,0.18,0.4,0.135,10,177.372868599508,0.0563784082591521,-0.0225303385416667
189,Maze_7,0.5,12,57,68,0.18,0.4,0.1575,10,178.977592906483,0.0558729159198441,-0.0225303385416667
190,Maze_8,0.5,12,32,38,0.04,0.04,0.025,10,0.200440620532971,49.8900870163445,61.5337837837838
191,Maze_8,0.5,12,32,38,0.04,0.04,0.03,10,0.201875149634909,49.5355669981422,61.5337837837838
192,Maze_8,0.5,12,32,38,0.04,0.04,0.035,10,0.203105142735766,49.2355824441616,61.5337837837838
193,Maze_8,0.5,12,32,38,0.04,0.22,0.025,10,2.14902289507778,4.65327755367542,-0.0555150011505936
194,Maze_8,0.5,12,32,38,0.04,0.22,0.03,10,2.14212114589233,4.66827005520939,-0.0555150011505936
195,Maze_8,0.5,12,32,38,0.04,0.22,0.035,10,2.16994586203142,4.60840990320301,-0.0555150011505936
196,Maze_8,0.5,12,32,38,0.04,0.4,0.025,10,4.00036794901491,2.49977005301787,-0.00429575471698113
197,Maze_8,0.5,12,32,38,0.04,0.4,0.03,10,3.98594394207181,2.50881601581236,-0.00429575471698113
198,Maze_8,0.5,12,32,38,0.04,0.4,0.035,10,4.03731798323884,2.47689184788406,-0.00429575471698113
199,Maze_8,0.5,12,32,38,0.11,0.04,0.06875,10,1.07065256800435,9.34009808489,10.7393867924528
200,Maze_8,0.5,12,32,38,0.11,0.04,0.0825,10,1.07206720738582,9.32777341859426,10.7393867924528
201,Maze_8,0.5,12,32,38,0.11,0.04,0.09625,10,1.09255874028336,9.15282595918499,10.7393867924528
202,Maze_8,0.5,12,32,38,0.11,0.22,0.06875,10,36.9804055807647,0.27041347554072,-0.191390878092606
203,Maze_8,0.5,12,32,38,0.11,0.22,0.0825,10,37.1666271538555,0.269058582007021,-0.191390878092606
204,Maze_8,0.5,12,32,38,0.11,0.22,0.09625,10,37.483696012088,0.266782656565541,-0.191390878092606
205,Maze_8,0.5,12,32,38,0.11,0.4,0.06875,10,78.7697938090788,0.126952217549761,-0.00641338028169014
206,Maze_8,0.5,12,32,38,0.11,0.4,0.0825,10,79.1371855065382,0.126362846189088,-0.00641338028169014
207,Maze_8,0.5,12,32,38,0.11,0.4,0.09625,10,79.8041868549682,0.125306708759197,-0.00641338028169014
208,Maze_8,0.5,12,32,38,0.18,0.04,0.1125,10,1.97364148440777,5.06677635173477,5.88307493540052
209,Maze_8,0.5,12,32,38,0.18,0.04,0.135,10,1.99676818645139,5.00809261077611,5.88307493540052
210,Maze_8,0.5,12,32,38,0.18,0.04,0.1575,10,2.08554080839815,4.79491936083511,5.88307493540052
211,Maze_8,0.5,12,32,38,0.18,0.22,0.1125,10,121.730878957769,0.082148425162273,0.132216886798274
212,Maze_8,0.5,12,32,38,0.18,0.22,0.135,10,123.144480715673,0.0812054258695436,0.132216886798274
213,Maze_8,0.5,12,32,38,0.18,0.22,0.1575,10,124.362436482979,0.0804101325352262,0.132216886798274
214,Maze_8,0.5,12,32,38,0.18,0.4,0.1125,10,310.649737566971,0.0321905953577191,-0.0126486111111111
215,Maze_8,0.5,12,32,38,0.18,0.4,0.135,10,315.017074579087,0.0317443110452397,-0.0126486111111111
216,Maze_8,0.5,12,32,38,0.18,0.4,0.1575,10,316.526795311134,0.0315929019221592,-0.0126486111111111
217,Maze_9,0.5,14,73,84,0.04,0.04,0.025,10,0.0874975175895011,114.288956709783,140.373944256757
218,Maze_9,0.5,14,73,84,0.04,0.04,0.03,10,0.0886490956499265,112.804309245182,140.373944256757
219,Maze_9,0.5,14,73,84,0.04,0.04,0.035,10,0.0890731181710849,112.267317068577,140.373944256757
220,Maze_9,0.5,14,73,84,0.04,0.22,0.025,10,0.938140183672479,10.6593877695907,-0.126643596374792
221,Maze_9,0.5,14,73,84,0.04,0.22,0.03,10,0.937234788578685,10.6696850371559,-0.126643596374792
222,Maze_9,0.5,14,73,84,0.04,0.22,0.035,10,0.949881238526147,10.5276318706075,-0.126643596374792
223,Maze_9,0.5,14,73,84,0.04,0.4,0.025,10,1.74619220704815,5.72674643698274,-0.0097996904481132
224,Maze_9,0.5,14,73,84,0.04,0.4,0.03,10,1.74375089084611,5.73476409531626,-0.0097996904481132
225,Maze_9,0.5,14,73,84,0.04,0.4,0.035,10,1.76717218030424,5.6587581625908,-0.0097996904481132
226,Maze_9,0.5,14,73,84,0.11,0.04,0.06875,10,0.46848390445612,21.345450515764,24.499226120283
227,Maze_9,0.5,14,73,84,0.11,0.04,0.0825,10,0.494445244401785,20.2246863797805,24.499226120283
228,Maze_9,0.5,14,73,84,0.11,0.04,0.09625,10,0.493591387607126,20.2596727801083,24.499226120283
229,Maze_9,0.5,14,73,84,0.11,0.22,0.06875,10,16.221395096512,0.61646978823358,-0.436610440648757
230,Maze_9,0.5,14,73,84,0.11,0.22,0.0825,10,16.1349275647819,0.619773467209562,-0.436610440648757
231,Maze_9,0.5,14,73,84,0.11,0.22,0.09625,10,16.3785366033697,0.610555157775367,-0.436610440648757
232,Maze_9,0.5,14,73,84,0.11,0.4,0.06875,10,34.5497276377472,0.289437882256256,-0.0146305237676056
233,Maze_9,0.5,14,73,84,0.11,0.4,0.0825,10,34.2045475273055,0.292358786270071,-0.0146305237676056
234,Maze_9,0.5,14,73,84,0.11,0.4,0.09625,10,34.7734552788747,0.287575678626194,-0.0146305237676056
235,Maze_9,0.5,14,73,84,0.18,0.04,0.1125,10,0.908951337031953,11.0016890812368,13.4207646963824
236,Maze_9,0.5,14,73,84,0.18,0.04,0.135,10,0.961201151583457,10.4036496247703,13.4207646963824
237,Maze_9,0.5,14,73,84,0.18,0.04,0.1575,10,0.926204802949925,10.7967481578053,13.4207646963824
238,Maze_9,0.5,14,73,84,0.18,0.22,0.1125,10,53.42380785067,0.187182464191844,0.301619773008562
239,Maze_9,0.5,14,73,84,0.18,0.22,0.135,10,54.7763750251662,0.182560455952144,0.301619773008562
240,Maze_9,0.5,14,73,84,0.18,0.22,0.1575,10,54.5641652331582,0.183270466198264,0.301619773008562
241,Maze_9,0.5,14,73,84,0.18,0.4,0.1125,10,135.97205497985,0.0735445235528868,-0.0288546440972222
