train_or_test,Simulation_Number,Maze_Name,Step_Size,Side_Length,Total_Length,Corner,Width,Height,Fillet_Radius,Simulation_Resistance,Best_Model
test,7583,Maze_102,1.5,18.0,18.0,0,50.0,150.0,0.0,2.14201792767603,ExtraTreesRegressor
train,8810,Maze_184,1.5,10.5,19.5,10,395.0,40.0,296.25,1.20154962026146,ExtraTreesRegressor
train,6829,Maze_92,1.0,19.0,47.0,32,50.0,100.0,31.25,9.31061304483731,ExtraTreesRegressor
test,2465,Maze_33,0.5,38.5,38.5,0,250.0,100.0,0.0,0.385362909825157,ExtraTreesRegressor
train,5264,Maze_110,1.0,15.0,37.0,22,270.0,373.33333333333303,202.5,0.0152475953477038,ExtraTreesRegressor
train,2967,Maze_110,1.5,15.0,33.0,16,513.333333333333,220.0,449.16666666666697,0.0135979862302546,ExtraTreesRegressor
train,4566,Maze_96,1.0,7.0,21.0,14,40.0,53.3333333333333,35.0,18.9052184328266,ExtraTreesRegressor
train,8269,Maze_111,1.5,21.0,21.0,0,100.0,100.0,0.0,0.896160105231325,ExtraTreesRegressor
train,10007,Maze_134,1.5,19.5,70.5,28,150.0,50.0,112.5,7.1002850904149,ExtraTreesRegressor
train,5601,Maze_117,1.0,19.0,59.0,32,270.0,373.33333333333303,236.25,0.0241139557054241,ExtraTreesRegressor
train,963,Maze_36,0.75,13.5,45.0,36,151.666666666667,400.0,132.708333333333,0.0709195552775529,ExtraTreesRegressor
train,8073,Maze_108,1.75,10.5,21.0,8,541.0,40.0,473.375,0.675092811721164,ExtraTreesRegressor
train,5059,Maze_106,1.0,13.0,33.0,20,155.0,220.0,96.875,0.121132229482592,ExtraTreesRegressor
train,1413,Maze_30,0.5,15.5,70.5,86,92.5,136.666666666667,80.9375,1.85976918771186,ExtraTreesRegressor
train,428,Maze_16,0.5,16.0,84.0,104,180.0,220.0,135.0,0.209644507348095,ExtraTreesRegressor
train,545,Maze_12,0.5,5.5,13.5,12,92.5,88.3333333333333,69.375,0.805803437566194,ExtraTreesRegressor
train,5486,Maze_115,1.0,17.0,65.0,40,155.0,40.0,116.25,10.9473731606506,ExtraTreesRegressor
train,8207,Maze_110,1.75,12.25,36.75,14,374.0,40.0,280.5,1.84873570583262,ExtraTreesRegressor
train,1430,Maze_20,0.5,4.5,8.5,14,40.0,130.0,30.0,2.21656557593939,ExtraTreesRegressor
train,3944,Maze_53,1.0,6.0,12.0,6,150.0,250.0,112.5,0.0386450552396411,ExtraTreesRegressor
test,9322,Maze_195,1.5,16.5,31.5,12,40.0,80.0,25.0,15.1714942236417,RandomForestRegressor
train,2343,Maze_32,0.75,3.75,5.25,4,107.0,40.0,93.625,1.53579586350471,ExtraTreesRegressor
train,7709,Maze_161,1.5,4.5,7.5,4,395.0,290.0,296.25,0.0024823161699655,ExtraTreesRegressor
train,8686,Maze_116,1.5,10.5,19.5,6,250.0,50.0,156.25,0.873825854341095,ExtraTreesRegressor
train,6215,Maze_83,1.5,9.0,18.0,8,608.0,130.0,456.0,0.025544948371458,ExtraTreesRegressor
train,7024,Maze_94,1.0,19.0,85.0,52,200.0,100.0,125.0,1.02742664303317,ExtraTreesRegressor
test,8693,Maze_116,1.5,10.5,19.5,6,250.0,150.0,187.5,0.0608833707390644,ExtraTreeRegressor
train,10440,Maze_140,2.0,18.0,42.0,14,40.0,400.0,35.0,3.24987452066559,ExtraTreesRegressor
train,7398,Maze_99,1.75,5.25,8.75,4,541.0,40.0,473.375,0.313697203036657,ExtraTreesRegressor
test,3370,Maze_71,0.75,15.0,34.5,34,40.0,80.0,25.0,16.6818353116658,DecisionTreeRegressor
train,3111,Maze_42,0.75,6.0,22.5,20,174.0,130.0,152.25,0.17910114043393,ExtraTreesRegressor
train,7795,Maze_104,1.75,8.75,19.25,8,708.0,310.0,442.5,0.0021427066596793,ExtraTreesRegressor
train,3002,Maze_63,0.75,11.25,21.75,16,207.5,40.0,155.625,2.84006030488166,ExtraTreesRegressor
train,1733,Maze_37,0.5,19.5,78.5,102,40.0,53.3333333333333,30.0,71.5959894338884,ExtraTreesRegressor
train,6850,Maze_92,1.0,19.0,47.0,32,100.0,200.0,62.5,0.586137276714699,ExtraTreesRegressor
train,7692,Maze_103,1.5,9.0,9.0,0,150.0,200.0,0.0,0.0439878073473632,ExtraTreesRegressor
train,2719,Maze_37,0.5,50.5,50.5,0,100.0,100.0,0.0,2.12079465525828,ExtraTreesRegressor
train,10035,Maze_134,2.0,14.0,30.0,10,616.0,400.0,539.0,0.0021864105185092,ExtraTreesRegressor
train,3931,Maze_82,1.0,3.0,3.0,0,385.0,526.666666666667,0.0,0.0003296588594923,ExtraTreesRegressor
train,5678,Maze_119,1.0,19.0,87.0,56,155.0,40.0,116.25,14.4121115409809,ExtraTreesRegressor
train,2844,Maze_60,0.75,9.0,42.0,36,40.0,80.0,35.0,20.0471616289285,ExtraTreesRegressor
train,10035,Maze_134,1.5,19.5,70.5,28,200.0,250.0,175.0,0.114853651282157,ExtraTreesRegressor
train,6496,Maze_136,1.25,7.5,15.0,8,186.25,150.83333333333297,116.40625,0.078971908373512,ExtraTreesRegressor
train,6813,Maze_91,1.0,57.0,57.0,0,250.0,50.0,0.0,3.84395930163581,ExtraTreesRegressor
train,4123,Maze_55,1.0,5.0,13.0,8,408.0,400.0,255.0,0.0019961388331655,ExtraTreesRegressor
test,8109,Maze_109,1.5,30.0,30.0,0,50.0,150.0,0.0,3.56709274759406,ExtraTreesRegressor
test,4693,Maze_98,1.0,9.0,15.0,10,385.0,40.0,240.625,1.00412419956008,XGBRegressor
train,7293,Maze_152,1.25,15.0,50.0,22,478.75,651.666666666667,418.90625,0.0021715235894825,ExtraTreesRegressor
train,2470,Maze_33,0.5,38.5,38.5,0,250.0,200.0,0.0,0.068088712802436,ExtraTreesRegressor
train,2731,Maze_37,0.75,5.25,14.25,12,174.0,40.0,108.75,2.51586280704242,ExtraTreesRegressor
train,8054,Maze_168,1.5,4.5,4.5,0,572.5,40.0,0.0,0.243680578115835,ExtraTreesRegressor
train,1238,Maze_46,0.75,19.5,64.5,50,263.333333333333,220.0,197.5,0.0769584607859214,ExtraTreesRegressor
train,7767,Maze_162,1.5,4.5,7.5,4,572.5,40.0,500.93750000000006,0.239573957047333,RandomForestRegressor
train,10709,Maze_143,2.0,20.0,44.0,14,616.0,400.0,462.0,0.0031958753960538,ExtraTreesRegressor
train,9734,Maze_130,1.5,55.5,55.5,0,200.0,250.0,0.0,0.0956300141115055,ExtraTreesRegressor
train,8043,Maze_108,1.5,9.0,30.0,12,100.0,50.0,87.5,5.52016343674989,ExtraTreesRegressor
train,3575,Maze_48,0.5,90.5,90.5,0,200.0,100.0,0.0,1.18930316965082,ExtraTreesRegressor
train,7663,Maze_103,1.5,9.0,9.0,0,50.0,250.0,0.0,0.601272700159221,ExtraTreesRegressor
train,6519,Maze_136,1.25,7.5,15.0,8,478.75,40.0,418.90625,0.620285147661329,ExtraTreesRegressor
train,4085,Maze_55,1.0,6.0,8.0,4,150.0,100.0,112.5,0.153359071097448,ExtraTreesRegressor
train,10158,Maze_136,2.0,16.0,36.0,10,424.0,40.0,371.0,1.22142945102603,ExtraTreesRegressor
train,7533,Maze_157,1.25,18.75,46.25,24,478.75,651.666666666667,418.90625,0.002018776869521,ExtraTreesRegressor
train,3634,Maze_76,0.75,17.25,62.25,52,207.5,415.0,129.6875,0.0414722176548244,ExtraTreesRegressor
train,4527,Maze_95,1.0,7.0,11.0,8,155.0,40.0,135.625,1.99028394985922,ExtraTreesRegressor
train,2620,Maze_55,0.75,7.5,21.0,18,207.5,165.0,129.6875,0.0739063747710095,ExtraTreesRegressor
train,4086,Maze_55,1.0,5.0,13.0,8,224.0,130.0,196.0,0.0692508773362,ExtraTreesRegressor
train,7366,Maze_154,1.25,17.5,42.5,26,186.25,372.5,116.40625,0.0441989609848331,ExtraTreesRegressor
train,6340,Maze_85,1.0,15.0,23.0,10,150.0,200.0,93.75,0.10680853755108,ExtraTreesRegressor
test,4552,Maze_61,1.0,7.0,17.0,12,200.0,150.0,125.0,0.0788645637477074,XGBRegressor
train,4350,Maze_58,1.0,6.0,16.0,10,250.0,250.0,218.75,0.0164737757647935,BaggingRegressor
train,6203,Maze_83,1.0,15.0,35.0,20,200.0,150.0,150.0,0.160702825781519,ExtraTreesRegressor
train,1632,Maze_22,0.5,5.0,19.0,24,166.0,310.0,145.25,0.0332637624699677,ExtraTreesRegressor
train,683,Maze_10,0.5,3.0,6.0,10,40.0,220.0,30.0,0.869245267627431,ExtraTreesRegressor
test,2700,Maze_36,0.5,14.5,50.5,66,250.0,250.0,218.75,0.0479494002652023,DecisionTreeRegressor
train,9438,Maze_197,1.5,19.5,58.5,22,395.0,290.0,345.625,0.0182749940005192,ExtraTreesRegressor
train,2329,Maze_32,0.5,12.5,38.5,46,50.0,100.0,31.25,7.68939672080339,ExtraTreesRegressor
train,470,Maze_10,0.5,5.5,16.5,18,197.5,40.0,148.125,2.42071855224891,ExtraTreesRegressor
train,2955,Maze_40,0.75,6.0,10.5,10,107.0,400.0,93.625,0.0450795152744213,ExtraTreesRegressor
train,4968,Maze_104,1.0,11.0,23.0,18,155.0,310.0,135.625,0.0491185327500271,ExtraTreesRegressor
train,1097,Maze_41,0.75,18.0,87.0,76,151.666666666667,400.0,113.75,0.142197044707201,ExtraTreesRegressor
test,4278,Maze_90,1.0,5.0,9.0,6,40.0,53.3333333333333,35.0,8.19879899660691,GradientBoostingRegressor
train,3352,Maze_45,0.5,18.5,71.5,90,200.0,150.0,125.0,0.323699442213252,ExtraTreesRegressor
train,1631,Maze_22,0.5,23.5,23.5,0,200.0,200.0,0.0,0.062780764191531,ExtraTreesRegressor
train,1169,Maze_25,0.5,13.5,50.5,64,92.5,88.3333333333333,69.375,3.01204094068549,ExtraTreesRegressor
train,4783,Maze_64,1.0,13.0,13.0,0,200.0,250.0,0.0,0.0226037545494317,ExtraTreesRegressor
train,4681,Maze_63,1.0,7.0,13.0,8,150.0,50.0,93.75,1.35278107099707,ExtraTreesRegressor
train,6493,Maze_87,1.5,10.5,40.5,18,324.0,400.0,202.5,0.0099947039214473,ExtraTreesRegressor
train,10139,Maze_136,2.0,16.0,36.0,10,40.0,400.0,30.0,2.80485491569894,ExtraTreesRegressor
train,2833,Maze_60,0.75,9.0,42.0,36,40.0,40.0,25.0,65.529809511526,ExtraTreesRegressor
train,3551,Maze_48,0.5,90.5,90.5,0,100.0,200.0,0.0,1.14934364724645,ExtraTreesRegressor
test,5806,Maze_78,1.5,6.0,9.0,4,324.0,40.0,202.5,0.687992870932739,XGBRegressor
train,9348,Maze_125,1.5,15.0,30.0,12,200.0,50.0,175.0,1.85233427435038,ExtraTreesRegressor
train,1315,Maze_28,0.5,13.5,48.5,50,92.5,136.666666666667,57.8125,1.30534129853067,ExtraTreesRegressor
train,9084,Maze_190,1.5,15.0,72.0,28,40.0,80.0,35.0,34.5141588224218,ExtraTreesRegressor
train,5649,Maze_76,1.5,6.0,9.0,4,182.0,220.0,159.25,0.0230623807884567,ExtraTreesRegressor
train,274,Maze_6,0.5,3.5,6.5,8,145.0,290.0,90.625,0.0182999098919248,ExtraTreesRegressor
train,7925,Maze_106,1.75,10.5,17.5,6,541.0,130.0,405.75,0.0275910900633888,ExtraTreesRegressor
test,8548,Maze_114,1.5,22.5,22.5,0,250.0,250.0,0.0,0.0246498632563622,ExtraTreesRegressor
train,3107,Maze_116,1.5,18.0,69.0,30,40.0,40.0,30.0,106.827065709978,ExtraTreesRegressor
train,9551,Maze_128,2.0,10.0,22.0,8,232.0,310.0,174.0,0.0177995322886054,ExtraTreesRegressor
train,6960,Maze_145,1.25,12.5,35.0,18,478.75,957.5,418.90625,0.0008816668134371,ExtraTreesRegressor
train,5318,Maze_71,1.0,10.0,32.0,22,408.0,220.0,306.0,0.0183580582394643,ExtraTreesRegressor
train,8959,Maze_120,1.75,17.5,42.0,12,374.0,130.0,233.75,0.102310337935421,ExtraTreesRegressor
train,8480,Maze_114,1.5,22.5,22.5,0,50.0,100.0,0.0,4.57488719442677,ExtraTreesRegressor
train,3827,Maze_52,1.0,4.0,6.0,4,40.0,40.0,30.0,9.31133021365788,ExtraTreesRegressor
train,9705,Maze_130,2.0,12.0,24.0,6,232.0,400.0,203.0,0.0128331565874232,ExtraTreesRegressor
test,1210,Maze_26,0.5,13.5,35.5,42,40.0,80.0,25.0,17.3078880995486,ExtraTreesRegressor
train,5387,Maze_72,1.0,10.0,42.0,26,408.0,40.0,306.0,2.36530336960261,ExtraTreesRegressor
train,2712,Maze_37,0.5,50.5,50.5,0,50.0,200.0,0.0,4.30716265930058,ExtraTreesRegressor
train,1028,Maze_39,0.75,15.75,62.25,54,40.0,40.0,30.0,96.8416473412651,ExtraTreesRegressor
train,8845,Maze_118,1.5,13.5,40.5,16,250.0,200.0,156.25,0.066337923939152,ExtraTreesRegressor
test,9876,Maze_132,2.0,12.0,24.0,8,616.0,130.0,539.0,0.0324707876748056,DecisionTreeRegressor
train,5467,Maze_73,1.5,4.5,7.5,4,608.0,220.0,380.0,0.0025408925597486,ExtraTreesRegressor
train,777,Maze_11,0.5,3.0,7.0,10,82.0,310.0,71.75,0.085568272208422,ExtraTreesRegressor
train,3525,Maze_47,0.5,18.5,90.5,112,250.0,250.0,218.75,0.0862457281862934,ExtraTreesRegressor
train,3867,Maze_81,1.0,3.0,5.0,4,270.0,40.0,236.25,0.48680920912364,ExtraTreesRegressor
train,7278,Maze_98,1.5,9.0,12.0,4,50.0,50.0,43.75,7.63548590203772,ExtraTreesRegressor
train,5622,Maze_75,1.5,4.5,7.5,4,608.0,310.0,532.0,0.0010445980760943,ExtraTreesRegressor
train,2412,Maze_90,1.25,17.5,52.5,24,40.0,400.0,35.0,4.06344990038371,ExtraTreesRegressor
train,8671,Maze_116,1.75,15.75,43.75,18,541.0,40.0,338.125,1.78101066603155,ExtraTreesRegressor
train,4178,Maze_56,1.0,6.0,16.0,10,200.0,150.0,150.0,0.07453398204378,ExtraTreesRegressor
train,4992,Maze_104,1.0,11.0,23.0,18,385.0,770.0,336.875,0.0013531198999711,ExtraTreesRegressor
train,2730,Maze_57,0.75,9.0,31.5,20,291.25,220.833333333333,254.84374999999997,0.0307575181818957,ExtraTreesRegressor
train,4535,Maze_61,1.0,7.0,17.0,10,224.0,130.0,168.0,0.0899232372826897,ExtraTreesRegressor
train,4281,Maze_58,1.0,6.0,16.0,10,50.0,100.0,43.75,3.1377860014047,ExtraTreesRegressor
train,9004,Maze_121,1.5,13.5,43.5,16,50.0,100.0,31.25,8.6014873470324,ExtraTreesRegressor
train,9117,Maze_190,1.5,15.0,72.0,28,572.5,776.666666666667,500.93750000000006,0.0015484680747923,ExtraTreesRegressor
train,656,Maze_9,0.5,2.5,4.5,6,166.0,310.0,124.5,0.0080631443727282,ExtraTreesRegressor
train,2545,Maze_54,0.75,7.5,40.5,30,40.0,40.0,25.0,63.057045760257,ExtraTreesRegressor
test,9392,Maze_126,2.0,8.0,16.0,6,232.0,40.0,174.0,1.46470022355219,ExtraTreeRegressor
train,2663,Maze_36,0.5,14.5,50.5,66,150.0,150.0,112.5,0.386969905610675,ExtraTreesRegressor
train,2809,Maze_105,1.5,13.5,37.5,14,40.0,40.0,25.0,58.0157509062052,ExtraTreesRegressor
train,5267,Maze_71,1.0,11.0,27.0,14,100.0,50.0,75.0,5.04158544652888,ExtraTreesRegressor
train,1878,Maze_40,0.5,19.5,63.5,82,40.0,53.3333333333333,35.0,57.0207035512315,ExtraTreesRegressor
train,5753,Maze_77,1.0,13.0,63.0,40,200.0,150.0,150.0,0.284987709982488,ExtraTreesRegressor
train,4915,Maze_103,1.0,11.0,43.0,28,155.0,220.0,96.875,0.156915889602758,ExtraTreesRegressor
train,5735,Maze_77,1.0,13.0,63.0,40,150.0,100.0,112.5,1.16981361965308,ExtraTreesRegressor
test,6844,Maze_143,1.25,11.25,23.75,14,332.5,248.333333333333,207.8125,0.0145483741989213,DecisionTreeRegressor
train,9466,Maze_127,1.5,16.5,31.5,12,100.0,50.0,62.5,5.9810818175724,ExtraTreesRegressor
test,8280,Maze_111,1.75,12.25,22.75,6,207.0,400.0,181.125,0.0162399402236793,DecisionTreeRegressor
train,2939,Maze_40,0.5,16.5,87.5,102,50.0,250.0,37.5,5.78501157335898,ExtraTreesRegressor
train,522,Maze_20,0.5,18.0,70.0,76,40.0,400.0,35.0,5.42287569506241,ExtraTreesRegressor
train,353,Maze_5,0.5,3.0,10.0,12,200.0,150.0,150.0,0.0455210139246323,ExtraTreesRegressor
train,1537,Maze_21,0.5,4.5,10.5,10,124.0,220.0,77.5,0.0656634310081156,ExtraTreesRegressor
train,8054,Maze_108,1.5,9.0,30.0,12,100.0,250.0,75.0,0.276775533563351,ExtraTreesRegressor
test,2097,Maze_78,1.25,11.25,53.75,30,235.0,400.0,205.625,0.0274575906195191,BaggingRegressor
train,906,Maze_19,0.5,9.5,31.5,36,197.5,158.333333333333,172.8125,0.127477763949734,ExtraTreesRegressor
train,7894,Maze_106,1.75,10.5,17.5,6,207.0,130.0,129.375,0.104805877735987,ExtraTreesRegressor
train,8650,Maze_181,1.5,10.5,22.5,12,40.0,80.0,25.0,10.7673280200384,ExtraTreesRegressor
train,7139,Maze_149,1.25,15.0,45.0,20,332.5,665.0,249.375,0.0045846089710506,ExtraTreesRegressor
train,6115,Maze_82,1.0,59.0,59.0,0,150.0,200.0,0.0,0.283038610868557,ExtraTreesRegressor
train,1525,Maze_57,1.0,14.0,34.0,18,193.333333333333,220.0,120.833333333333,0.0761059380340343,ExtraTreesRegressor
train,2792,Maze_38,0.75,5.25,9.75,10,107.0,40.0,80.25,3.02885923766097,ExtraTreesRegressor
train,3462,Maze_47,0.5,18.5,90.5,112,50.0,200.0,43.75,7.55744710193269,ExtraTreesRegressor
train,3232,Maze_44,0.5,39.5,39.5,0,50.0,150.0,0.0,4.69590141973269,ExtraTreesRegressor
train,2251,Maze_31,0.75,3.75,6.75,8,40.0,40.0,25.0,10.5081556646111,ExtraTreesRegressor
train,5338,Maze_72,1.0,10.0,42.0,26,40.0,400.0,25.0,3.26163351843367,ExtraTreesRegressor
train,8475,Maze_113,1.75,14.0,31.5,12,708.0,400.0,619.5,0.0018100994323384,ExtraTreesRegressor
train,5907,Maze_124,1.25,3.75,3.75,0,40.0,40.0,0.0,6.26675436288204,ExtraTreesRegressor
test,1292,Maze_18,0.5,4.0,11.0,14,82.0,40.0,61.5,4.9912478862028,DecisionTreeRegressor
train,3810,Maze_51,1.0,6.0,10.0,6,200.0,250.0,175.0,0.0165643216997935,RandomForestRegressor
train,3287,Maze_44,0.5,39.5,39.5,0,250.0,50.0,0.0,2.6653946239674,ExtraTreesRegressor
train,7055,Maze_147,1.25,12.5,45.0,20,478.75,957.5,359.0625,0.0010790090320037,ExtraTreesRegressor
train,7355,Maze_154,1.25,17.5,42.5,26,40.0,80.0,30.0,20.4628704899184,ExtraTreesRegressor
train,871,Maze_19,0.5,9.5,31.5,36,40.0,66.6666666666667,25.0,20.0431157798597,ExtraTreesRegressor
train,8976,Maze_120,1.5,13.5,25.5,10,200.0,100.0,175.0,0.29642751397472,ExtraTreesRegressor
train,8922,Maze_119,1.5,40.5,40.5,0,250.0,200.0,0.0,0.0713810309381937,ExtraTreesRegressor
train,2225,Maze_83,1.25,13.75,23.75,8,235.0,40.0,176.25,1.93625544493958,ExtraTreesRegressor
train,276,Maze_6,0.5,3.5,6.5,8,145.0,290.0,126.87499999999999,0.0182335843189661,ExtraTreesRegressor
train,3978,Maze_54,1.0,12.0,12.0,0,50.0,50.0,0.0,8.17211599363609,ExtraTreesRegressor
train,1670,Maze_23,0.5,10.5,79.5,92,100.0,100.0,75.0,3.15092752753103,ExtraTreesRegressor
train,9398,Maze_126,2.0,8.0,16.0,6,232.0,220.0,174.0,0.0248500475380422,ExtraTreesRegressor
train,9243,Maze_124,2.0,8.0,12.0,4,232.0,40.0,203.0,0.992268242042775,ExtraTreesRegressor
train,9450,Maze_126,1.5,15.0,27.0,8,250.0,250.0,218.75,0.0275613110898686,ExtraTreesRegressor
train,3022,Maze_112,1.5,15.0,30.0,16,513.333333333333,400.0,320.83333333333303,0.0029476648635156,ExtraTreesRegressor
train,3713,Maze_50,0.5,68.5,68.5,0,150.0,150.0,0.0,0.568331223575073,ExtraTreesRegressor
train,8374,Maze_112,1.75,14.0,21.0,6,541.0,130.0,338.125,0.0357641991031925,ExtraTreesRegressor
test,9792,Maze_131,2.0,12.0,36.0,10,424.0,310.0,371.0,0.0087678487002697,DecisionTreeRegressor
train,35,Maze_1,0.5,1.5,2.5,4,124.0,130.0,93.0,0.0384971565401876,ExtraTreesRegressor
train,4422,Maze_59,1.0,6.0,8.0,4,408.0,310.0,357.0,0.0021232559908756,ExtraTreesRegressor
train,1060,Maze_15,0.5,14.5,14.5,0,50.0,200.0,0.0,1.23152609496439,ExtraTreesRegressor
train,3101,Maze_42,0.75,6.0,22.5,20,107.0,310.0,80.25,0.131140888867215,ExtraTreesRegressor
train,3276,Maze_44,0.5,39.5,39.5,0,200.0,100.0,0.0,0.535349890217434,ExtraTreesRegressor
train,3733,Maze_50,1.0,3.0,5.0,4,316.0,400.0,197.5,0.0013515654107323,ExtraTreesRegressor
train,327,Maze_5,0.5,2.0,3.0,4,82.0,310.0,71.75,0.037071762511526,ExtraTreesRegressor
train,4940,Maze_103,1.0,11.0,43.0,28,385.0,526.666666666667,288.75,0.0043109663120163,ExtraTreesRegressor
train,7799,Maze_104,1.5,9.0,18.0,8,250.0,250.0,187.5,0.0186485292443503,ExtraTreesRegressor
train,9694,Maze_130,2.0,12.0,24.0,6,232.0,130.0,145.0,0.116172859350534,ExtraTreesRegressor
train,9253,Maze_124,2.0,8.0,12.0,4,232.0,400.0,145.0,0.0065266530101736,ExtraTreesRegressor
train,2667,Maze_99,1.5,9.0,18.0,8,513.333333333333,40.0,449.16666666666697,0.618577599687131,ExtraTreesRegressor
train,7904,Maze_165,1.5,4.5,7.5,4,395.0,540.0,296.25,0.0007550660089041,ExtraTreesRegressor
train,4320,Maze_58,1.0,6.0,16.0,10,150.0,250.0,131.25,0.0513172138972087,ExtraTreesRegressor
train,3846,Maze_52,1.0,6.0,10.0,6,100.0,100.0,87.5,0.396192755977439,ExtraTreesRegressor
train,3848,Maze_81,1.0,3.0,5.0,4,40.0,66.6666666666667,30.0,3.15084424791913,ExtraTreesRegressor
train,1421,Maze_53,1.0,12.0,28.0,14,193.333333333333,400.0,145.0,0.0236945791869238,ExtraTreesRegressor
train,7457,Maze_100,1.75,7.0,14.0,6,374.0,40.0,280.5,0.808580339976589,ExtraTreesRegressor
train,827,Maze_12,0.5,3.0,7.0,8,40.0,40.0,30.0,10.8434452165322,ExtraTreesRegressor
train,7833,Maze_164,1.5,4.5,7.5,4,40.0,66.6666666666667,35.0,4.76703534977827,ExtraTreesRegressor
train,8087,Maze_108,1.5,9.0,30.0,12,250.0,50.0,187.5,1.44949747043717,ExtraTreesRegressor
train,1681,Maze_63,1.0,16.0,64.0,36,40.0,400.0,25.0,4.98601221214958,ExtraTreesRegressor
train,2541,Maze_34,0.75,4.5,12.0,8,308.0,130.0,269.5,0.0398459468240589,ExtraTreesRegressor
train,5349,Maze_72,1.0,10.0,42.0,26,132.0,220.0,115.5,0.223956765947108,ExtraTreesRegressor
train,8636,Maze_180,1.5,9.0,21.0,6,572.5,776.666666666667,429.375,0.0004814562976167,ExtraTreesRegressor
train,4472,Maze_94,1.0,7.0,13.0,8,40.0,66.6666666666667,30.0,8.14930682260568,ExtraTreesRegressor
train,9073,Maze_121,2.0,6.0,10.0,4,808.0,400.0,505.0,0.0004891568443567,ExtraTreesRegressor
train,4405,Maze_92,1.0,5.0,13.0,10,385.0,40.0,240.625,0.90150865734498,ExtraTreesRegressor
train,85,Maze_2,0.5,1.5,1.5,0,197.5,40.0,0.0,0.2635411786945,ExtraTreesRegressor
train,513,Maze_7,0.5,2.5,4.5,4,208.0,40.0,182.0,0.594393370156027,ExtraTreesRegressor
train,1124,Maze_15,0.5,14.5,14.5,0,250.0,250.0,0.0,0.0159801287873061,ExtraTreesRegressor
train,6998,Maze_146,1.25,12.5,32.5,18,478.75,40.0,359.0625,1.46633747061973,ExtraTreesRegressor
train,2437,Maze_33,0.75,3.75,6.75,6,174.0,220.0,108.75,0.0191412461482458,ExtraTreesRegressor
test,994,Maze_14,0.5,3.5,6.5,10,82.0,130.0,51.25,0.253444708147934,HistGradientBoostingRegressor
train,3710,Maze_50,0.5,68.5,68.5,0,150.0,100.0,0.0,1.39805967986425,ExtraTreesRegressor
train,2286,Maze_48,0.75,3.0,4.5,4,207.5,165.0,181.5625,0.0158986654360568,ExtraTreesRegressor
train,8743,Maze_117,1.75,15.75,40.25,16,374.0,400.0,233.75,0.0073375638712457,ExtraTreesRegressor
train,7335,Maze_98,1.5,9.0,12.0,4,200.0,250.0,175.0,0.0198710902963512,ExtraTreesRegressor
train,2088,Maze_28,0.75,3.0,6.0,6,308.0,40.0,269.5,0.481399960778417,ExtraTreesRegressor
train,6658,Maze_89,1.5,12.0,27.0,12,466.0,400.0,291.25,0.0031985323632749,ExtraTreesRegressor
train,1550,Maze_21,0.5,8.5,23.5,20,200.0,100.0,150.0,0.279583552005894,ExtraTreesRegressor
train,8580,Maze_179,1.5,9.0,15.0,8,395.0,790.0,345.625,0.000870682738664,ExtraTreesRegressor
train,5717,Maze_120,1.0,19.0,69.0,42,40.0,53.3333333333333,30.0,62.9248169689954,ExtraTreesRegressor
train,6168,Maze_83,1.0,15.0,35.0,20,100.0,50.0,87.5,6.44643373272872,ExtraTreesRegressor
train,7722,Maze_161,1.5,4.5,7.5,4,572.5,408.333333333333,500.93750000000006,0.0006512943395845,DecisionTreeRegressor
train,5772,Maze_77,1.5,6.0,9.0,4,608.0,310.0,532.0,0.0012560736261493,ExtraTreesRegressor
train,1904,Maze_26,0.5,26.5,26.5,0,100.0,250.0,0.0,0.249716978427479,ExtraTreesRegressor
train,7901,Maze_165,1.5,4.5,7.5,4,395.0,290.0,296.25,0.0024823161699656,ExtraTreesRegressor
train,6642,Maze_89,1.0,29.0,29.0,0,150.0,200.0,0.0,0.14095331095408,ExtraTreesRegressor
train,3968,Maze_83,1.0,3.0,5.0,4,270.0,373.33333333333303,202.5,0.0021691387522585,ExtraTreesRegressor
train,5624,Maze_75,1.5,4.5,7.5,4,608.0,400.0,456.0,0.0005738487086695,ExtraTreesRegressor
train,28,Maze_2,0.5,10.0,37.0,46,40.0,40.0,25.0,57.7293395927818,ExtraTreesRegressor
train,2919,Maze_39,0.5,48.5,48.5,0,250.0,150.0,0.0,0.169818414231035,ExtraTreesRegressor
train,1284,Maze_18,0.5,8.5,16.5,22,50.0,150.0,43.75,1.9262336805292,ExtraTreesRegressor
train,2112,Maze_29,0.75,3.0,3.0,0,40.0,310.0,0.0,0.3069250333668,ExtraTreesRegressor
train,824,Maze_11,0.5,9.5,9.5,0,250.0,250.0,0.0,0.0105009780700121,ExtraTreesRegressor
train,8417,Maze_113,1.75,14.0,31.5,12,207.0,40.0,155.25,3.33108498243718,ExtraTreesRegressor
test,3280,Maze_44,0.5,39.5,39.5,0,200.0,200.0,0.0,0.105251360251695,ExtraTreesRegressor
train,6954,Maze_93,1.0,47.0,47.0,0,200.0,150.0,0.0,0.234611270926854,ExtraTreesRegressor
train,7827,Maze_105,1.75,8.75,15.75,6,207.0,310.0,181.125,0.0166480231159859,ExtraTreesRegressor
train,5773,Maze_77,1.0,13.0,63.0,40,250.0,250.0,156.25,0.0644695364256678,ExtraTreesRegressor
test,8094,Maze_169,1.5,4.5,4.5,0,395.0,290.0,0.0,0.0015822436037528,ExtraTreesRegressor
