train_or_test,Simulation_Number,Maze_Name,Step_Size,Side_Length,Total_Length,Corner,Width,Height,Fillet_Radius,Simulation_Resistance,Best_Model
train,6984,Maze_94,1.5,15.0,36.0,16,40.0,220.0,35.0,5.16360174085558,ExtraTreesRegressor
train,8511,Maze_114,1.75,14.0,31.5,12,374.0,130.0,327.25,0.0790451532485535,ExtraTreesRegressor
train,6920,Maze_93,1.5,13.5,22.5,10,182.0,130.0,136.5,0.16796390337977,ExtraTreesRegressor
train,212,Maze_5,0.5,3.5,8.5,12,92.5,136.666666666667,69.375,0.227024000324148,ExtraTreesRegressor
train,7439,Maze_100,1.5,9.0,15.0,8,50.0,250.0,37.5,0.974891689118818,ExtraTreesRegressor
train,987,Maze_14,0.5,6.5,14.5,24,50.0,200.0,43.75,1.20620225315268,ExtraTreesRegressor
train,9373,Maze_196,1.5,16.5,25.5,6,217.5,40.0,135.9375,2.62010793015281,ExtraTreesRegressor
train,4190,Maze_56,1.0,5.0,7.0,4,408.0,130.0,306.0,0.0165037753034658,ExtraTreesRegressor
train,5193,Maze_109,1.0,15.0,37.0,22,40.0,66.6666666666667,35.0,23.0799143308612,ExtraTreesRegressor
train,2555,Maze_35,0.75,4.5,6.0,4,40.0,130.0,30.0,1.57120415808718,ExtraTreesRegressor
train,333,Maze_5,0.5,3.0,10.0,12,150.0,50.0,131.25,1.08520330680623,ExtraTreesRegressor
train,5517,Maze_74,1.0,11.0,25.0,14,150.0,200.0,131.25,0.114804785309849,ExtraTreesRegressor
train,393,Maze_6,0.5,4.5,12.5,16,100.0,50.0,87.5,2.42003698786042,ExtraTreesRegressor
train,8728,Maze_182,1.5,10.5,19.5,6,572.5,408.333333333333,357.8125,0.0015552225877867,ExtraTreesRegressor
train,1879,Maze_26,0.75,2.25,2.25,0,40.0,130.0,0.0,0.599048531469865,ExtraTreesRegressor
train,3620,Maze_49,1.0,3.0,5.0,4,132.0,130.0,99.0,0.0689588795597565,ExtraTreesRegressor
train,1060,Maze_23,0.5,11.5,40.5,46,40.0,53.3333333333333,25.0,37.1133844944151,ExtraTreesRegressor
train,6518,Maze_136,1.25,7.5,15.0,8,478.75,40.0,359.0625,0.706435924495903,ExtraTreesRegressor
train,3139,Maze_66,0.75,13.5,63.0,52,123.75,178.333333333333,77.34375,0.552828283914623,ExtraTreesRegressor
train,1363,Maze_51,1.0,10.0,20.0,16,193.333333333333,220.0,120.833333333333,0.0449131314422894,ExtraTreesRegressor
train,6677,Maze_90,1.0,17.0,57.0,32,50.0,50.0,37.5,36.3089701319783,ExtraTreesRegressor
train,1785,Maze_67,1.0,18.0,64.0,40,40.0,40.0,35.0,98.3633213369923,ExtraTreesRegressor
test,4106,Maze_55,1.0,6.0,8.0,4,200.0,200.0,150.0,0.0201593577502754,ExtraTreesRegressor
train,4545,Maze_95,1.0,7.0,11.0,8,270.0,373.33333333333303,236.25,0.0046755387306546,ExtraTreesRegressor
train,364,Maze_8,0.5,3.5,6.5,8,145.0,123.333333333333,90.625,0.083178862337676,ExtraTreesRegressor
train,3997,Maze_84,1.0,3.0,3.0,0,155.0,40.0,0.0,0.69762451917066,ExtraTreesRegressor
test,8654,Maze_116,1.75,15.75,43.75,18,207.0,400.0,155.25,0.03119343409876,ExtraTreesRegressor
test,7068,Maze_148,1.25,12.5,37.5,18,40.0,80.0,35.0,17.9639245386308,GradientBoostingRegressor
train,382,Maze_8,0.5,3.5,6.5,8,197.5,395.0,123.4375,0.0053249589135101,ExtraTreesRegressor
train,6293,Maze_84,1.0,35.0,35.0,0,250.0,150.0,0.0,0.123224223592165,ExtraTreesRegressor
train,2865,Maze_39,0.5,48.5,48.5,0,50.0,250.0,0.0,3.21102899102162,ExtraTreesRegressor
train,5893,Maze_79,1.0,13.0,45.0,26,150.0,250.0,93.75,0.145226686886002,ExtraTreesRegressor
train,5918,Maze_124,1.25,3.75,3.75,0,186.25,40.0,0.0,0.704145440492816,ExtraTreesRegressor
train,8915,Maze_186,1.5,13.5,34.5,16,395.0,790.0,296.25,0.0017881609799405,ExtraTreesRegressor
train,1120,Maze_24,0.5,11.5,28.5,40,92.5,88.3333333333333,57.8125,1.70860618499387,ExtraTreesRegressor
train,1958,Maze_27,0.5,10.5,57.5,74,50.0,150.0,37.5,6.76026830721242,ExtraTreesRegressor
train,9452,Maze_197,1.5,19.5,58.5,22,572.5,776.666666666667,429.375,0.0012519548155463,ExtraTreesRegressor
train,1449,Maze_20,0.5,4.5,8.5,14,82.0,220.0,71.75,0.155633742935413,ExtraTreesRegressor
test,2871,Maze_107,1.5,13.5,28.5,10,40.0,400.0,35.0,2.20817171573821,ExtraTreesRegressor
train,7192,Maze_150,1.25,15.0,45.0,24,478.75,345.833333333333,299.21875,0.0068887099039786,ExtraTreesRegressor
train,5293,Maze_111,1.0,15.0,43.0,34,155.0,40.0,96.875,7.97195513370428,ExtraTreesRegressor
train,6871,Maze_92,1.5,13.5,37.5,12,466.0,40.0,291.25,1.68620134645599,ExtraTreesRegressor
train,2572,Maze_96,1.25,20.0,50.0,26,40.0,400.0,25.0,3.85911643906664,ExtraTreesRegressor
train,7205,Maze_97,1.75,5.25,5.25,0,40.0,130.0,0.0,1.39069449123432,ExtraTreesRegressor
train,8055,Maze_108,1.5,9.0,30.0,12,100.0,250.0,87.5,0.277318291852031,ExtraTreesRegressor
test,5196,Maze_70,1.0,15.0,15.0,0,100.0,100.0,0.0,0.640574133366159,ExtraTreesRegressor
train,68,Maze_1,0.5,3.0,8.0,12,250.0,150.0,187.5,0.0241846594225569,ExtraTreesRegressor
train,3629,Maze_49,1.0,3.0,5.0,4,132.0,400.0,99.0,0.0120186679622533,ExtraTreesRegressor
train,1175,Maze_16,0.5,6.5,25.5,34,200.0,100.0,150.0,0.306941155428493,ExtraTreesRegressor
train,7746,Maze_104,1.75,8.75,19.25,8,207.0,130.0,181.125,0.114902147068968,ExtraTreesRegressor
train,8935,Maze_120,1.75,17.5,42.0,12,40.0,310.0,25.0,4.24834696038452,ExtraTreesRegressor
train,4169,Maze_87,1.0,3.0,5.0,4,385.0,283.333333333333,288.75,0.0017881516760227,ExtraTreesRegressor
train,5570,Maze_117,1.0,19.0,59.0,32,40.0,40.0,30.0,91.4686527849414,ExtraTreesRegressor
train,738,Maze_28,0.75,9.75,47.25,30,40.0,400.0,35.0,3.66786160205531,ExtraTreesRegressor
train,1127,Maze_16,0.5,6.5,25.5,34,50.0,50.0,37.5,16.2069774562465,ExtraTreesRegressor
test,645,Maze_9,0.5,2.5,4.5,6,124.0,400.0,108.5,0.0127981444877878,HistGradientBoostingRegressor
train,6379,Maze_133,1.25,7.5,17.5,6,478.75,651.666666666667,299.21875,0.0007915429256259,ExtraTreesRegressor
train,5200,Maze_70,1.0,10.0,22.0,10,132.0,310.0,82.5,0.0727919854139539,ExtraTreesRegressor
train,135,Maze_2,0.5,1.5,2.5,4,166.0,400.0,145.25,0.0033636932950895,ExtraTreesRegressor
train,485,Maze_7,0.5,12.5,12.5,0,150.0,100.0,0.0,0.262500491138912,ExtraTreesRegressor
train,7109,Maze_149,1.25,15.0,45.0,20,40.0,53.3333333333333,30.0,40.9925441678682,ExtraTreesRegressor
train,1001,Maze_21,0.5,11.5,52.5,68,197.5,158.333333333333,148.125,0.214192619012804,ExtraTreesRegressor
train,2573,Maze_96,1.25,20.0,50.0,26,40.0,400.0,30.0,3.92286805866303,ExtraTreesRegressor
test,6114,Maze_128,1.25,3.75,6.25,4,186.25,150.83333333333297,162.96875,0.0326346982270138,ExtraTreesRegressor
train,3934,Maze_53,1.0,6.0,12.0,6,150.0,100.0,93.75,0.226364790406723,ExtraTreesRegressor
train,703,Maze_10,0.5,3.0,6.0,10,82.0,400.0,51.25,0.0553917127227492,ExtraTreesRegressor
train,2741,Maze_102,1.5,12.0,33.0,12,276.666666666667,220.0,207.5,0.0365250714070559,ExtraTreesRegressor
test,700,Maze_10,0.5,4.5,9.5,12,100.0,200.0,62.5,0.117819870762189,ExtraTreesRegressor
train,5627,Maze_118,1.0,19.0,41.0,24,40.0,80.0,30.0,19.9855184510054,ExtraTreesRegressor
train,4166,Maze_56,1.0,5.0,7.0,4,224.0,310.0,168.0,0.0062394801669867,ExtraTreesRegressor
train,4415,Maze_59,1.0,7.0,25.0,16,250.0,100.0,187.5,0.220474604432498,ExtraTreesRegressor
train,4705,Maze_63,1.0,7.0,13.0,8,200.0,200.0,125.0,0.0329655642511241,ExtraTreesRegressor
train,2400,Maze_50,0.75,5.25,12.75,10,291.25,582.5,254.84374999999997,0.0022899126704168,RandomForestRegressor
train,2050,Maze_28,0.5,57.5,57.5,0,100.0,200.0,0.0,0.73047330970553,ExtraTreesRegressor
train,9758,Maze_131,1.5,16.5,25.5,10,50.0,150.0,37.5,2.96835527259228,ExtraTreesRegressor
train,9209,Maze_123,1.5,15.0,36.0,20,200.0,250.0,150.0,0.0592345465883466,ExtraTreesRegressor
train,3288,Maze_44,0.75,6.75,20.25,16,308.0,40.0,269.5,1.56433983747014,ExtraTreesRegressor
test,4237,Maze_57,1.0,16.0,16.0,0,150.0,150.0,0.0,0.135129993666936,ExtraTreesRegressor
train,4576,Maze_96,1.0,7.0,21.0,14,155.0,130.0,96.875,0.211596754001613,ExtraTreesRegressor
train,6659,Maze_89,1.0,29.0,29.0,0,200.0,250.0,0.0,0.0501813049094647,ExtraTreesRegressor
train,7115,Maze_149,1.25,15.0,45.0,20,40.0,80.0,30.0,21.8357051508048,ExtraTreesRegressor
train,4346,Maze_58,1.0,6.0,12.0,8,408.0,310.0,306.0,0.0031194231414629,ExtraTreesRegressor
train,984,Maze_14,0.5,6.5,14.5,24,50.0,150.0,43.75,1.68623027094227,ExtraTreesRegressor
train,10276,Maze_138,2.0,16.0,40.0,14,40.0,40.0,25.0,61.7141671571588,ExtraTreesRegressor
train,3743,Maze_78,0.75,19.5,60.0,60,291.25,582.5,218.4375,0.0099234903758409,ExtraTreesRegressor
train,3540,Maze_48,0.5,90.5,90.5,0,50.0,250.0,0.0,6.04399239252485,ExtraTreesRegressor
train,2869,Maze_39,0.75,5.25,8.25,4,107.0,130.0,66.875,0.174518248492417,ExtraTreesRegressor
train,6987,Maze_146,1.25,12.5,32.5,18,332.5,40.0,290.9375,1.88599995344479,ExtraTreesRegressor
test,7043,Maze_147,1.25,12.5,45.0,20,332.5,665.0,249.375,0.0045915978800295,DecisionTreeRegressor
train,1331,Maze_28,0.5,13.5,48.5,50,145.0,290.0,108.75,0.134805581598511,ExtraTreesRegressor
train,3766,Maze_51,1.0,6.0,10.0,6,100.0,50.0,62.5,1.8741649003846,ExtraTreesRegressor
train,3549,Maze_48,0.75,7.5,30.0,26,107.0,220.0,93.625,0.271465551949049,ExtraTreesRegressor
train,2367,Maze_32,0.5,12.5,38.5,46,150.0,200.0,131.25,0.173612588055907,ExtraTreesRegressor
train,62,Maze_1,0.5,3.0,8.0,12,250.0,50.0,187.5,0.455637899168224,ExtraTreesRegressor
train,3144,Maze_117,1.5,19.5,40.5,18,276.666666666667,40.0,242.083333333333,2.90786640115186,ExtraTreesRegressor
train,4881,Maze_66,1.0,8.0,30.0,16,40.0,130.0,35.0,7.72910210435833,ExtraTreesRegressor
train,5557,Maze_75,1.5,4.5,7.5,4,40.0,220.0,25.0,1.07323079161975,ExtraTreesRegressor
test,4709,Maze_63,1.0,7.0,25.0,16,316.0,400.0,237.0,0.006423733284638,DecisionTreeRegressor
train,4476,Maze_60,1.0,6.0,14.0,10,316.0,130.0,276.5,0.0450985910339426,ExtraTreesRegressor
train,4058,Maze_55,1.0,6.0,8.0,4,50.0,150.0,37.5,0.943930518196383,ExtraTreesRegressor
train,6593,Maze_88,1.0,17.0,29.0,20,250.0,150.0,187.5,0.0926617964468749,ExtraTreesRegressor
test,6021,Maze_81,1.5,7.5,10.5,4,182.0,130.0,159.25,0.0794677962764404,ExtraTreesRegressor
train,1219,Maze_26,0.5,13.5,35.5,42,92.5,136.666666666667,57.8125,0.955114975231397,ExtraTreesRegressor
train,6910,Maze_93,1.5,13.5,22.5,10,40.0,310.0,25.0,2.25857643185319,ExtraTreesRegressor
train,9411,Maze_126,2.0,8.0,16.0,6,424.0,130.0,371.0,0.0347791977683466,ExtraTreesRegressor
train,4616,Maze_62,1.0,17.0,17.0,0,150.0,200.0,0.0,0.08261136725721,ExtraTreesRegressor
test,58,Maze_2,0.5,1.5,1.5,0,40.0,80.0,0.0,0.755600900447328,ExtraTreesRegressor
train,7326,Maze_98,1.75,5.25,5.25,0,541.0,130.0,0.0,0.0100735422233865,ExtraTreesRegressor
train,2234,Maze_83,1.25,13.75,23.75,8,430.0,40.0,322.5,1.02274341034559,ExtraTreesRegressor
train,3800,Maze_51,1.0,3.0,5.0,4,316.0,130.0,237.0,0.0164120856596076,ExtraTreesRegressor
train,9643,Maze_129,2.0,10.0,18.0,6,424.0,400.0,265.0,0.0026017826103278,ExtraTreesRegressor
train,4076,Maze_85,1.0,3.0,5.0,4,385.0,526.666666666667,288.75,0.0005629630524171,ExtraTreesRegressor
train,6522,Maze_136,1.25,7.5,15.0,8,478.75,345.833333333333,418.90625,0.0023464241282868,ExtraTreesRegressor
train,3617,Maze_49,0.5,18.5,68.5,88,100.0,50.0,75.0,12.7277481959774,ExtraTreesRegressor
train,9555,Maze_200,1.5,19.5,43.5,20,40.0,40.0,35.0,66.6705138978179,ExtraTreesRegressor
test,2650,Maze_36,0.75,4.5,10.5,10,107.0,310.0,66.875,0.0613052505923357,ExtraTreeRegressor
train,5646,Maze_118,1.0,19.0,41.0,24,270.0,206.666666666667,236.25,0.0538606943749205,ExtraTreesRegressor
train,2611,Maze_35,0.5,36.5,36.5,0,250.0,50.0,0.0,2.46146329262539,ExtraTreesRegressor
train,2863,Maze_39,0.5,48.5,48.5,0,50.0,250.0,0.0,3.21102899102161,ExtraTreesRegressor
train,9023,Maze_121,2.0,6.0,10.0,4,232.0,220.0,174.0,0.0156843742015084,ExtraTreesRegressor
train,5415,Maze_73,1.0,43.0,43.0,0,50.0,250.0,0.0,2.84712096035106,ExtraTreesRegressor
train,2684,Maze_56,0.75,7.5,16.5,10,291.25,401.666666666667,218.4375,0.0050892827232733,ExtraTreesRegressor
train,1633,Maze_61,1.0,16.0,34.0,20,193.333333333333,220.0,120.833333333333,0.075984070901365,ExtraTreesRegressor
train,7487,Maze_100,1.75,7.0,14.0,6,708.0,40.0,531.0,0.387431865734201,ExtraTreesRegressor
train,7665,Maze_103,1.5,9.0,9.0,0,50.0,250.0,0.0,0.601272700159221,ExtraTreesRegressor
train,7978,Maze_167,1.5,4.5,7.5,4,40.0,80.0,25.0,3.58555809152056,ExtraTreesRegressor
train,3746,Maze_50,1.0,3.0,5.0,4,408.0,310.0,306.0,0.0013197163168135,ExtraTreesRegressor
test,6956,Maze_93,1.0,47.0,47.0,0,200.0,200.0,0.0,0.125043360593946,ExtraTreesRegressor
train,6677,Maze_90,1.5,12.0,21.0,6,40.0,40.0,30.0,32.6868779584966,ExtraTreesRegressor
train,4869,Maze_65,1.0,9.0,19.0,8,250.0,150.0,218.75,0.0590170363073059,ExtraTreesRegressor
train,1963,Maze_27,0.75,2.25,3.75,4,40.0,400.0,25.0,0.292768915304098,ExtraTreesRegressor
train,6374,Maze_133,1.25,7.5,17.5,6,478.75,40.0,359.0625,0.659072261193602,ExtraTreesRegressor
train,1132,Maze_16,0.5,4.0,18.0,22,40.0,220.0,25.0,2.61964922463041,ExtraTreesRegressor
train,6239,Maze_130,1.25,5.0,5.0,0,478.75,957.5,0.0,0.0001255642145332,ExtraTreesRegressor
train,8011,Maze_167,1.5,4.5,7.5,4,572.5,776.666666666667,357.8125,0.0001813490859708,ExtraTreesRegressor
train,26,Maze_1,0.5,3.0,8.0,12,100.0,200.0,75.0,0.0980159175699425,ExtraTreesRegressor
train,4476,Maze_94,1.0,7.0,13.0,8,40.0,80.0,35.0,6.20932968001608,ExtraTreesRegressor
train,6477,Maze_87,1.0,17.0,45.0,22,100.0,200.0,87.5,0.555244420656151,ExtraTreesRegressor
train,4488,Maze_94,1.0,7.0,13.0,8,155.0,310.0,135.625,0.028082372953331,ExtraTreesRegressor
train,7915,Maze_106,1.75,10.5,17.5,6,374.0,310.0,233.75,0.0054051748703225,ExtraTreesRegressor
train,9243,Maze_193,1.5,16.5,46.5,16,395.0,40.0,345.625,1.69799036533846,ExtraTreesRegressor
train,2321,Maze_31,0.75,3.75,6.75,8,308.0,310.0,231.0,0.0029180111403141,ExtraTreesRegressor
train,885,Maze_12,0.5,6.5,24.5,26,200.0,250.0,175.0,0.0386460554740376,ExtraTreesRegressor
train,5101,Maze_69,1.0,9.0,17.0,10,40.0,40.0,25.0,26.2919721694282,ExtraTreesRegressor
train,3235,Maze_44,0.5,39.5,39.5,0,50.0,200.0,0.0,3.3493500383514,ExtraTreesRegressor
train,2544,Maze_53,0.75,7.5,24.0,18,291.25,582.5,254.84374999999997,0.0041258698366759,ExtraTreesRegressor
train,8495,Maze_114,1.75,14.0,31.5,12,207.0,130.0,155.25,0.187753409183882,ExtraTreesRegressor
train,3236,Maze_44,0.5,39.5,39.5,0,50.0,200.0,0.0,3.3493500383514,ExtraTreesRegressor
train,7919,Maze_165,1.5,4.5,7.5,4,572.5,1145.0,429.375,0.0001127413290771,BaggingRegressor
train,4956,Maze_67,1.0,9.0,17.0,6,40.0,130.0,35.0,4.41098258696278,ExtraTreesRegressor
train,7562,Maze_101,1.5,9.0,18.0,6,250.0,50.0,187.5,0.816396537672879,ExtraTreesRegressor
train,1959,Maze_73,1.25,10.0,22.5,14,235.0,220.0,205.625,0.0336771086823255,ExtraTreesRegressor
train,1388,Maze_19,0.5,4.5,9.5,10,124.0,220.0,93.0,0.0589408270824218,ExtraTreesRegressor
train,3152,Maze_66,0.75,13.5,63.0,52,207.5,290.0,155.625,0.0717565743567923,ExtraTreesRegressor
train,463,Maze_18,0.5,18.0,74.0,98,40.0,220.0,25.0,10.7564071565889,ExtraTreesRegressor
train,4321,Maze_91,1.0,5.0,5.0,0,40.0,40.0,0.0,8.3460785912812,ExtraTreesRegressor
train,8116,Maze_170,1.5,4.5,7.5,4,40.0,53.3333333333333,25.0,6.75093720345412,ExtraTreesRegressor
train,10649,Maze_142,2.0,20.0,40.0,14,808.0,400.0,606.0,0.0018904756007749,ExtraTreesRegressor
train,2935,Maze_62,0.75,11.25,38.25,28,40.0,66.6666666666667,25.0,24.2126121920837,ExtraTreesRegressor
train,5296,Maze_71,1.0,11.0,27.0,14,200.0,50.0,125.0,1.89071610397949,ExtraTreesRegressor
train,1118,Maze_42,0.75,18.0,105.0,80,151.666666666667,40.0,113.75,16.9567075734217,ExtraTreesRegressor
train,8726,Maze_117,1.75,15.75,40.25,16,207.0,310.0,155.25,0.0422459991343436,ExtraTreesRegressor
train,4817,Maze_101,1.0,11.0,41.0,26,155.0,130.0,116.25,0.408729062964252,ExtraTreesRegressor
train,4716,Maze_63,1.0,7.0,25.0,16,408.0,130.0,357.0,0.0563616962952685,ExtraTreesRegressor
test,4388,Maze_59,1.0,6.0,8.0,4,224.0,220.0,168.0,0.0134476451522265,ExtraTreesRegressor
train,9412,Maze_197,1.5,19.5,58.5,22,40.0,53.3333333333333,25.0,52.9782457453491,ExtraTreesRegressor
train,6556,Maze_88,1.0,17.0,29.0,20,150.0,50.0,93.75,3.20573766097602,ExtraTreesRegressor
train,8622,Maze_180,1.5,9.0,21.0,6,395.0,290.0,345.625,0.0067138419455192,ExtraTreesRegressor
train,769,Maze_11,0.5,9.5,9.5,0,100.0,100.0,0.0,0.406418987919393,ExtraTreesRegressor
train,2553,Maze_95,1.25,20.0,80.0,40,235.0,220.0,205.625,0.118978902861564,ExtraTreesRegressor
train,2839,Maze_106,1.5,13.5,25.5,6,40.0,220.0,25.0,3.70004246439363,ExtraTreesRegressor
train,491,Maze_19,0.5,18.0,89.0,114,40.0,220.0,30.0,13.0050335841138,ExtraTreesRegressor
train,580,Maze_8,0.5,2.5,5.5,6,166.0,310.0,103.75,0.0099957371885406,ExtraTreesRegressor
train,5378,Maze_72,1.0,11.0,43.0,28,200.0,150.0,150.0,0.19727664728716,ExtraTreesRegressor
train,8675,Maze_116,1.75,15.75,43.75,18,541.0,130.0,405.75,0.0694982892282418,ExtraTreesRegressor
train,859,Maze_12,0.5,6.5,24.5,26,150.0,100.0,93.75,0.464685365262009,ExtraTreesRegressor
train,7425,Maze_155,1.25,17.5,50.0,28,332.5,456.66666666666697,290.9375,0.0090405575966062,ExtraTreesRegressor
train,1349,Maze_18,0.5,8.5,16.5,22,250.0,250.0,187.5,0.0161417781158476,ExtraTreesRegressor
train,4194,Maze_56,1.0,6.0,16.0,10,250.0,150.0,218.75,0.0507941030729532,ExtraTreesRegressor
train,1730,Maze_24,0.5,5.0,12.0,14,40.0,130.0,30.0,3.12931522212054,ExtraTreesRegressor
train,5551,Maze_75,1.0,13.0,51.0,30,50.0,50.0,31.25,32.5088076430085,ExtraTreesRegressor
train,5767,Maze_77,1.5,6.0,9.0,4,608.0,220.0,380.0,0.0030886757199731,ExtraTreesRegressor
train,387,Maze_6,0.5,4.5,12.5,16,50.0,200.0,43.75,1.03745907541663,ExtraTreesRegressor
train,3053,Maze_41,0.5,87.5,87.5,0,200.0,150.0,0.0,0.42902799308304,ExtraTreesRegressor
train,6866,Maze_92,1.5,13.5,37.5,12,324.0,310.0,243.0,0.0149720251621686,ExtraTreesRegressor
train,2139,Maze_45,0.75,3.0,4.5,4,207.5,40.0,181.5625,0.611589032689939,ExtraTreesRegressor
train,4419,Maze_93,1.0,7.0,11.0,6,40.0,40.0,35.0,17.1637522373417,ExtraTreesRegressor
train,5098,Maze_107,1.0,13.0,33.0,20,40.0,80.0,25.0,15.8854869691567,ExtraTreesRegressor
train,3897,Maze_52,1.0,6.0,10.0,6,250.0,200.0,218.75,0.0164729784014689,ExtraTreesRegressor
train,99,Maze_4,0.5,10.0,40.0,42,110.0,400.0,96.25,0.157152570354764,ExtraTreesRegressor
train,6349,Maze_133,1.25,7.5,17.5,6,186.25,40.0,116.40625,2.38639788194188,ExtraTreesRegressor
train,5429,Maze_114,1.0,17.0,35.0,22,40.0,53.3333333333333,30.0,31.9920420013962,ExtraTreesRegressor
train,6915,Maze_93,1.5,13.5,22.5,10,40.0,400.0,35.0,1.73224586848238,ExtraTreesRegressor
train,3899,Maze_82,1.0,3.0,3.0,0,40.0,80.0,0.0,1.50762231576193,ExtraTreesRegressor
train,7506,Maze_101,1.5,9.0,18.0,6,50.0,100.0,43.75,3.55136585822997,ExtraTreesRegressor
train,3316,Maze_45,0.75,6.75,17.25,18,107.0,40.0,66.875,5.3896195545631,ExtraTreesRegressor
train,9286,Maze_124,2.0,8.0,12.0,4,808.0,40.0,505.0,0.284324334844521,ExtraTreesRegressor
train,8102,Maze_109,1.75,12.25,33.25,10,40.0,40.0,30.0,51.6254070029815,ExtraTreesRegressor
train,465,Maze_7,0.5,2.5,4.5,4,40.0,400.0,35.0,0.352922503612633,ExtraTreesRegressor
train,2300,Maze_31,0.75,3.75,6.75,8,241.0,130.0,180.75,0.0319083757831345,ExtraTreesRegressor
test,7418,Maze_99,1.75,5.25,8.75,4,708.0,220.0,531.0,0.0024029085472017,BaggingRegressor
train,8606,Maze_115,1.5,10.5,22.5,10,200.0,200.0,150.0,0.0566511662684488,ExtraTreesRegressor
train,189,Maze_3,0.5,1.5,1.5,0,124.0,220.0,0.0,0.0098012257083255,ExtraTreesRegressor
train,7895,Maze_165,1.5,4.5,7.5,4,217.5,435.0,163.125,0.0042645444848162,ExtraTreesRegressor
train,3499,Maze_73,0.75,17.25,65.25,58,291.25,401.666666666667,182.03125,0.0198150100315073,ExtraTreesRegressor
train,3633,Maze_76,0.75,17.25,62.25,52,207.5,290.0,181.5625,0.0707581092549548,ExtraTreesRegressor
train,7881,Maze_106,1.75,10.5,17.5,6,40.0,130.0,35.0,4.50923547356738,ExtraTreesRegressor
train,5965,Maze_80,1.0,45.0,45.0,0,150.0,200.0,0.0,0.216048271247346,ExtraTreesRegressor
train,118,Maze_5,0.5,12.0,38.0,48,110.0,40.0,68.75,11.2174853355468,ExtraTreesRegressor
train,7054,Maze_95,1.0,85.0,85.0,0,50.0,100.0,0.0,17.0624074408847,ExtraTreesRegressor
train,439,Maze_6,0.5,4.5,12.5,16,250.0,100.0,156.25,0.111264005359458,ExtraTreesRegressor
train,6511,Maze_136,1.25,7.5,15.0,8,332.5,456.66666666666697,207.8125,0.0028067190854532,ExtraTreesRegressor
train,3698,Maze_50,1.0,3.0,5.0,4,132.0,220.0,99.0,0.0270690962583214,ExtraTreesRegressor
train,3121,Maze_42,0.5,16.5,36.5,44,200.0,50.0,125.0,2.88516307993416,ExtraTreesRegressor
train,1579,Maze_59,1.0,14.0,48.0,30,193.333333333333,220.0,120.833333333333,0.107107507341626,ExtraTreesRegressor
train,9715,Maze_130,1.5,55.5,55.5,0,150.0,200.0,0.0,0.266287412715329,ExtraTreesRegressor
train,4681,Maze_98,1.0,9.0,15.0,10,270.0,40.0,168.75,1.4275988278468,ExtraTreesRegressor
train,6455,Maze_87,1.0,17.0,45.0,22,50.0,100.0,37.5,8.98862837055524,ExtraTreesRegressor
train,713,Maze_10,0.5,4.5,9.5,12,150.0,150.0,112.5,0.0740773413594106,ExtraTreesRegressor
train,10301,Maze_138,2.0,16.0,40.0,14,232.0,310.0,174.0,0.0322339610908013,ExtraTreesRegressor
train,3448,Maze_46,0.5,71.5,71.5,0,250.0,250.0,0.0,0.0779452528246197,ExtraTreesRegressor
train,44,Maze_1,0.5,1.5,2.5,4,124.0,400.0,93.0,0.0071414887902751,ExtraTreesRegressor
train,8095,Maze_169,1.5,4.5,4.5,0,395.0,540.0,0.0,0.000441860979152,ExtraTreesRegressor
train,8749,Maze_117,1.5,19.5,19.5,0,200.0,100.0,0.0,0.26630936829263,ExtraTreesRegressor
train,6872,Maze_144,1.25,11.25,21.25,12,40.0,66.6666666666667,30.0,13.4192075107205,ExtraTreesRegressor
train,3579,Maze_48,0.75,7.5,30.0,26,241.0,220.0,210.875,0.041622967219129,ExtraTreesRegressor
train,3005,Maze_112,1.5,15.0,30.0,16,40.0,400.0,30.0,2.32783184597915,ExtraTreesRegressor
train,7459,Maze_100,1.5,9.0,15.0,8,150.0,100.0,93.75,0.28691296621126,ExtraTreesRegressor
train,999,Maze_37,0.75,15.75,66.75,46,263.333333333333,400.0,230.416666666667,0.025425268423048,ExtraTreesRegressor
test,367,Maze_8,0.5,3.5,6.5,8,145.0,206.666666666667,90.625,0.0307977897210817,XGBRegressor
train,6354,Maze_85,1.0,15.0,23.0,10,200.0,150.0,175.0,0.105211250363299,ExtraTreesRegressor
train,8352,Maze_112,1.75,14.0,21.0,6,207.0,310.0,181.125,0.0220453652352867,ExtraTreesRegressor
train,2144,Maze_29,0.75,3.0,3.0,0,174.0,400.0,0.0,0.0034785609903706,ExtraTreesRegressor
test,3137,Maze_42,0.5,16.5,36.5,44,250.0,50.0,187.5,2.07916562182113,ExtraTreesRegressor
train,8680,Maze_116,1.5,10.5,19.5,6,200.0,200.0,125.0,0.0485654809403955,ExtraTreesRegressor
train,8345,Maze_174,1.5,7.5,7.5,0,572.5,408.333333333333,0.0,0.000640090747508,ExtraTreesRegressor
train,10348,Maze_138,2.0,16.0,40.0,14,808.0,400.0,505.0,0.0019091134400958,ExtraTreesRegressor
train,10784,Maze_144,2.0,20.0,88.0,26,616.0,400.0,462.0,0.0063183701195023,ExtraTreesRegressor
train,1126,Maze_24,0.5,11.5,28.5,40,92.5,185.0,57.8125,0.481394384761334,ExtraTreesRegressor
train,5333,Maze_72,1.0,10.0,42.0,26,40.0,220.0,30.0,6.14122058211312,ExtraTreesRegressor
